Manufacturer	Model	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Audi	A8	QA6	2967	Diesel	12.0	6.4	8.4	23.5	44.1	33.6	19.6	36.7	28.0	224	F
Audi	A8	QA6	2967	Diesel	12.1	6.5	8.5	23.3	43.5	33.2	19.4	36.2	27.6	227	G
Audi	A8	QA6	4134	Diesel	13.3	7.2	9.4	21.2	39.2	30.1	17.7	32.6	25.1	249	G
Audi	Allroad	QM6	3123	Petrol	15.6	8.4	11.0	18.1	33.6	25.7	15.1	28.0	21.4	262	G
Audi	Allroad	QA6	3123	Petrol	15.8	8.2	11.0	17.9	34.4	25.7	14.9	28.6	21.4	262	G
Audi	Allroad	QA6	4163	Petrol	15.7	8.6	11.2	18.0	32.8	25.2	15.0	27.3	21.0	267	G
Audi	Allroad	QA6	2698	Diesel	11.4	7.0	8.6	24.8	40.4	32.8	20.7	33.6	27.3	230	G
Audi	Allroad	QM6	2967	Diesel	11.4	6.5	8.3	24.8	43.5	34.0	20.7	36.2	28.3	222	F
Audi	Allroad	QA6	2967	Diesel	11.7	7.0	8.7	24.1	40.4	32.5	20.1	33.6	27.1	232	G
Audi	S Series	QM6	1984	Petrol	12.4	7.2	9.1	22.8	39.2	31.0	19.0	32.6	25.8	217	F
Audi	S Series	QM6	4163	Petrol	19.5	9.8	13.3	14.5	28.8	21.2	12.1	24.0	17.7	321	G
Audi	S Series	QA6	4163	Petrol	17.3	8.9	12.0	16.3	31.7	23.5	13.6	26.4	19.6	286	G
Audi	S Series	QM6	4163	Petrol	19.4	9.8	13.3	14.6	28.8	21.2	12.2	24.0	17.7	317	G
Audi	S Series	QA6	4163	Petrol	17.5	9.0	12.1	16.1	31.4	23.3	13.4	26.1	19.4	289	G
Audi	S Series	QM6	4163	Petrol	20.6	9.3	13.4	13.7	30.4	21.1	11.4	25.3	17.6	322	G
Audi	S Series	QM6	4163	Petrol	20.7	9.4	13.5	13.6	30.1	20.9	11.3	25.1	17.4	324	G
Audi	S Series	QM6	4163	Petrol	21.4	9.6	13.9	13.2	29.4	20.3	11.0	24.5	16.9	334	G
Audi	S Series	QA6	5204	Petrol	19.0	9.5	13.0	14.9	29.7	21.7	12.4	24.7	18.1	309	G
Audi	S Series	QA6	5204	Petrol	19.7	9.7	13.4	14.3	29.1	21.1	11.9	24.2	17.6	319	G
Audi	TT Coupé	M6	1984	Petrol	10.7	6.0	7.7	26.4	47.1	36.7	22.0	39.2	30.6	183	E
Audi	TT Coupé	D6	1984	Petrol	10.6	6.0	7.7	26.6	47.1	36.7	22.1	39.2	30.6	183	E
Audi	TT Coupé	QM6	3189	Petrol	14.7	7.8	10.3	19.2	36.2	27.4	16.0	30.1	22.8	247	G
Audi	TT Coupé	QD6	3189	Petrol	12.9	7.3	9.4	21.9	38.7	30.1	18.2	32.2	25.1	224	F
Audi	TT Roadster	M6	1984	Petrol	10.7	6.2	7.8	26.4	45.6	36.2	22.0	38.0	30.1	186	F
Audi	TT Roadster	D6	1984	Petrol	10.8	6.1	7.8	26.2	46.3	36.2	21.8	38.6	30.1	186	F
Audi	TT Roadster	QM6	3189	Petrol	14.8	7.8	10.4	19.1	36.2	27.2	15.9	30.1	22.6	250	G
Audi	TT Roadster	QD6	3189	Petrol	13.0	7.4	9.5	21.7	38.2	29.7	18.1	31.8	24.7	227	G
Audi	Q7	QA6	3597	Petrol	17.8	9.8	12.7	15.9	28.8	22.2	13.2	24.0	18.5	304	G
Audi	Q7	QA6	4163	Petrol	19.1	10.0	13.3	14.8	28.2	21.2	12.3	23.5	17.7	309	G
Audi	Q7	QA6	2967	Diesel	14.0	8.4	10.4	20.2	33.6	27.2	16.8	28.0	22.6	279	G
Audi	Q7	QA6	4134	Diesel	14.9	8.9	11.1	19.0	31.7	25.4	15.8	26.4	21.1	294	G
Audi	Cabriolet	M5	1781	Petrol	11.4	6.5	8.3	24.8	43.5	34.0	20.7	36.2	28.3	197	F
Audi	Cabriolet	AV	1781	Petrol	11.6	6.7	8.5	24.4	42.2	33.2	20.3	35.1	27.6	204	F
Audi	Cabriolet	M6	1984	Petrol	11.6	6.7	8.3	24.4	42.2	34.0	20.3	35.1	28.3	199	F
Audi	Cabriolet	AV	1984	Petrol	11.5	6.6	8.4	24.6	42.8	33.6	20.5	35.6	28.0	199	F
Audi	Cabriolet	QM6	3123	Petrol	16.2	8.1	11.0	17.4	34.9	25.7	14.5	29.1	21.4	262	G
Audi	Cabriolet	AV	3123	Petrol	13.8	7.2	9.6	20.5	39.2	29.4	17.1	32.6	24.5	229	G
Audi	Cabriolet	QA6	3123	Petrol	16.1	8.2	10.9	17.5	34.4	25.9	14.6	28.6	21.6	259	G
Audi	Cabriolet	M6	1968	Diesel	8.4	5.3	6.4	33.6	53.3	44.1	28.0	44.4	36.7	172	E
Audi	Cabriolet	AV	1968	Diesel	8.1	5.6	6.5	34.9	50.4	43.5	29.1	42.0	36.2	175	E
Audi	Cabriolet	QM6	2967	Diesel	11.1	6.0	7.9	25.4	47.1	35.8	21.1	39.2	29.8	209	F
Audi	Cabriolet	QA6	2967	Diesel	11.9	6.4	8.4	23.7	44.1	33.6	19.7	36.7	28.0	223	F
Audi	R8	QM6	4163	Petrol	22.1	10.2	14.6	12.8	27.7	19.3	10.7	23.1	16.1	349	G
Audi	R8	QD6	4163	Petrol	20.4	9.6	13.6	13.8	29.4	20.8	11.5	24.5	17.3	325	G
Audi	Coupé TTS	M6	1984	Petrol	10.9	6.3	8.0	25.9	44.8	35.3	21.6	37.3	29.4	191	F
Audi	Coupé TTS	D6	1984	Petrol	11.0	6.1	7.9	25.7	46.3	35.8	21.4	38.6	29.8	188	F
Audi	Roadster TTS	M6	1984	Petrol	11.0	6.5	8.2	25.7	43.5	34.4	21.4	36.2	28.6	194	F
Audi	Roadster TTS	D6	1984	Petrol	11.3	6.2	8.0	25.0	45.6	35.3	20.8	38.0	29.4	190	F
Bentley Motors	Arnage (from 2007 model year)	A6	6761	Petrol	28.8	14.1	19.5	9.8	20.1	14.5	8.2	16.7	12.1	465	G
Bentley Motors	Continental (from 2007 model year)	QA6	5998	Petrol	26.2	11.9	17.1	10.8	23.7	16.5	9.0	19.7	13.7	410	G
Bentley Motors	Continental (from 2008 model year)	QA6	5998	Petrol	25.3	11.6	16.6	11.2	24.3	17.0	9.3	20.2	14.2	396	G
Bentley Motors	Azure (from 2007 model year)	A6	6761	Petrol	28.8	14.1	19.5	9.8	20.1	14.5	8.2	16.7	12.1	465	G
Bentley Motors	Brooklands	A6	6761	Petrol	28.8	14.1	19.5	9.8	20.1	14.5	8.2	16.7	12.1	465	G
BMW	Z4 Series E85/E86	M6	1995	Petrol	10.6	5.5	7.4	26.6	51.4	38.2	22.1	42.8	31.8	176	E
BMW	Z4 Series E85/E86	M6	2497	Petrol	11.8	6.1	8.2	23.9	46.3	34.4	19.9	38.6	28.6	197	F
BMW	Z4 Series E85/E86	A6	2497	Petrol	12.0	6.3	8.4	23.5	44.8	33.6	19.6	37.3	28.0	202	F
BMW	Z4 Series E85/E86	M6	2497	Petrol	11.9	6.2	8.3	23.7	45.6	34.0	19.7	38.0	28.3	199	F
BMW	Z4 Series E85/E86	A6	2497	Petrol	12.4	6.6	8.7	22.8	42.8	32.5	19.0	35.6	27.1	207	F
BMW	Z4 Series E85/E86	M6	2996	Petrol	12.4	6.2	8.5	22.8	45.6	33.2	19.0	38.0	27.6	204	F
BMW	Z4 Series E85/E86	A6	2996	Petrol	12.7	6.5	8.8	22.2	43.5	32.1	18.5	36.2	26.7	211	F
BMW	Z4 Series E85/E86	M6	3246	Petrol	18.2	8.6	12.1	15.5	32.8	23.3	12.9	27.3	19.4	292	G
BMW	Z4 Series E85/E86	M6	2996	Petrol	12.8	6.3	8.7	22.1	44.8	32.5	18.4	37.3	27.1	207	F
BMW	Z4 Series E85/E86	A6	2996	Petrol	12.7	6.5	8.8	22.2	43.5	32.1	18.5	36.2	26.7	209	F
BMW	1 Series E81/E82/E87/E88	M6	1995	Diesel	6.1	4.1	4.8	46.3	68.9	58.9	38.6	57.4	49.0	128	C
BMW	1 Series E81/E82/E87/E88	A6	1995	Diesel	7.2	4.4	5.4	39.2	64.2	52.3	32.6	53.5	43.5	144	C
BMW	1 Series E81/E82/E87/E88	M6	1995	Diesel	6.5	4.4	5.2	43.5	64.2	54.3	36.2	53.5	45.2	138	C
BMW	1 Series E81/E82/E87/E88	A6	1995	Diesel	7.3	4.6	5.6	38.7	61.4	50.4	32.2	51.1	42.0	148	C
BMW	1 Series E81/E82/E87/E88	M6	2996	Petrol	11.4	5.9	7.9	24.8	47.9	35.8	20.7	39.9	29.8	190	F
BMW	1 Series E81/E82/E87/E88	A6	2996	Petrol	11.4	5.9	7.9	24.8	47.9	35.8	20.7	39.9	29.8	190	F
BMW	1 Series E81/E82/E87/E88	M6	2979	Petrol	13.0	7.0	9.2	21.7	40.4	30.7	18.1	33.6	25.6	220	F
BMW	1 Series E81/E82/E87/E88	A6	2979	Petrol	13.2	6.9	9.2	21.4	40.9	30.7	17.8	34.1	25.6	221	F
BMW	1 Series E81/E82/E87/E88	M6	1995	Petrol	8.5	5.0	6.3	33.2	56.5	44.8	27.6	47.0	37.3	149	C
BMW	1 Series E81/E82/E87/E88	A6	1995	Petrol	8.7	5.4	6.6	32.5	52.3	42.8	27.1	43.5	35.6	158	D
BMW	1 Series E81/E82/E87/E88	M6	1995	Petrol	8.9	5.2	6.6	31.7	54.3	42.8	26.4	45.2	35.6	158	D
BMW	1 Series E81/E82/E87/E88	A6	1995	Petrol	9.1	5.5	6.8	31.0	51.4	41.5	25.8	42.8	34.6	163	D
BMW	1 Series E81/E82/E87/E88	M6	1995	Diesel	6.4	4.3	5.1	44.1	65.7	55.4	36.7	54.7	46.1	134	C
BMW	1 Series E81/E82/E87/E88	A6	1995	Diesel	7.4	4.5	5.6	38.2	62.8	50.4	31.8	52.3	42.0	148	C
BMW	1 Series E81/E82/E87/E88	M6	2996	Petrol	11.7	6.0	8.1	24.1	47.1	34.9	20.1	39.2	29.1	195	F
BMW	1 Series E81/E82/E87/E88	A6	2996	Petrol	11.6	6.1	8.1	24.4	46.3	34.9	20.3	38.6	29.1	195	F
BMW	1 Series E81/E82/E87/E88	M6	2979	Petrol	13.3	7.1	9.4	21.2	39.8	30.1	17.7	33.1	25.1	224	F
BMW	1 Series E81/E82/E87/E88	A6	2979	Petrol	13.5	7.0	9.4	20.9	40.4	30.1	17.4	33.6	25.1	225	F
BMW	1 Series E81/E82/E87/E88	M6	1599	Petrol	7.5	4.8	5.8	37.7	58.9	48.7	31.4	49.0	40.6	139	C
BMW	1 Series E81/E82/E87/E88	A6	1599	Petrol	8.3	5.3	6.4	34.0	53.3	44.1	28.3	44.4	36.7	152	D
BMW	1 Series E81/E82/E87/E88	M6	1995	Petrol	7.9	4.7	5.9	35.8	60.1	47.9	29.8	50.0	39.9	140	C
BMW	1 Series E81/E82/E87/E88	A6	1995	Petrol	8.2	5.0	6.2	34.4	56.5	45.6	28.6	47.0	38.0	148	C
BMW	1 Series E81/E82/E87/E88	M6	1995	Diesel	5.4	4.0	4.5	52.3	70.6	62.8	43.5	58.8	52.3	119	B
BMW	1 Series E81/E82/E87/E88	A6	1995	Diesel	6.9	4.5	5.4	40.9	62.8	52.3	34.1	52.3	43.5	144	C
BMW	1 Series E81/E82/E87/E88	M6	1995	Petrol	8.7	5.1	6.4	32.5	55.4	44.1	27.1	46.1	36.7	152	D
BMW	1 Series E81/E82/E87/E88	A6	1995	Petrol	8.4	5.1	6.3	33.6	55.4	44.8	28.0	46.1	37.3	150	C
BMW	1 Series E81/E82/E87/E88	M6	2996	Petrol	12.2	6.0	8.3	23.2	47.1	34.0	19.3	39.2	28.3	197	F
BMW	1 Series E81/E82/E87/E88	A6	2996	Petrol	12.3	6.0	8.3	23.0	47.1	34.0	19.2	39.2	28.3	198	F
BMW	3 Series E90/E91/E92/E93	M6	1995	Petrol	8.7	4.9	6.3	32.5	57.6	44.8	27.1	48.0	37.3	151	D
BMW	3 Series E90/E91/E92/E93	A6	1995	Petrol	8.9	5.1	6.5	31.7	55.4	43.5	26.4	46.1	36.2	156	D
BMW	3 Series E90/E91/E92/E93	M6	1995	Diesel	6.0	4.1	4.8	47.1	68.9	58.9	39.2	57.4	49.0	128	C
BMW	3 Series E90/E91/E92/E93	A6	1995	Diesel	7.2	4.5	5.5	39.2	62.8	51.4	32.6	52.3	42.8	145	C
BMW	3 Series E90/E91/E92/E93	M6	2996	Petrol	9.8	5.5	7.1	28.8	51.4	39.8	24.0	42.8	33.1	170	E
BMW	3 Series E90/E91/E92/E93	A6	2996	Petrol	9.7	5.6	7.1	29.1	50.4	39.8	24.2	42.0	33.1	170	E
BMW	3 Series E90/E91/E92/E93	M6	2993	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	155	D
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	8.3	5.3	6.4	34.0	53.3	44.1	28.3	44.4	36.7	169	E
BMW	3 Series E90/E91/E92/E93	M6	2996	Petrol	9.9	5.6	7.2	28.5	50.4	39.2	23.7	42.0	32.6	173	E
BMW	3 Series E90/E91/E92/E93	A6	2996	Petrol	9.9	5.6	7.2	28.5	50.4	39.2	23.7	42.0	32.6	173	E
BMW	3 Series E90/E91/E92/E93	M6	2993	Diesel	8.2	4.9	6.1	34.4	57.6	46.3	28.6	48.0	38.6	160	D
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	9.0	5.2	6.6	31.4	54.3	42.8	26.1	45.2	35.6	175	E
BMW	3 Series E90/E91/E92/E93	M6	2979	Petrol	13.2	6.7	9.1	21.4	42.2	31.0	17.8	35.1	25.8	218	F
BMW	3 Series E90/E91/E92/E93	A6	2979	Petrol	13.1	6.9	9.2	21.6	40.9	30.7	18.0	34.1	25.6	221	F
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	9.1	5.3	6.7	31.0	53.3	42.2	25.8	44.4	35.1	177	E
BMW	3 Series E90/E91/E92/E93	M6	3999	Petrol	17.9	9.2	12.4	15.8	30.7	22.8	13.2	25.6	19.0	295	G
BMW	3 Series E90/E91/E92/E93	DCT7	3999	Petrol	17.0	9.0	11.9	16.6	31.4	23.7	13.8	26.1	19.7	285	G
BMW	3 Series E90/E91/E92/E93	M6	1995	Petrol	9.0	5.2	6.6	31.4	54.3	42.8	26.1	45.2	35.6	157	D
BMW	3 Series E90/E91/E92/E93	A6	1995	Petrol	9.4	5.4	6.9	30.1	52.3	40.9	25.1	43.5	34.1	165	D
BMW	3 Series E90/E91/E92/E93	M6	1995	Diesel	6.9	4.3	5.3	40.9	65.7	53.3	34.1	54.7	44.4	140	C
BMW	3 Series E90/E91/E92/E93	A6	1995	Diesel	7.5	4.8	5.8	37.7	58.9	48.7	31.4	49.0	40.6	153	D
BMW	3 Series E90/E91/E92/E93	M6	2996	Petrol	10.4	5.9	7.6	27.2	47.9	37.2	22.6	39.9	31.0	181	E
BMW	3 Series E90/E91/E92/E93	A6	2996	Petrol	10.6	6.1	7.8	26.6	46.3	36.2	22.1	38.6	30.1	187	F
BMW	3 Series E90/E91/E92/E93	M6	2993	Diesel	8.1	5.1	6.2	34.9	55.4	45.6	29.1	46.1	38.0	164	D
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	8.6	5.6	6.7	32.8	50.4	42.2	27.3	42.0	35.1	176	E
BMW	3 Series E90/E91/E92/E93	M6	2996	Petrol	10.5	6.0	7.7	26.9	47.1	36.7	22.4	39.2	30.6	185	E
BMW	3 Series E90/E91/E92/E93	M6	2993	Diesel	8.6	5.3	6.5	32.8	53.3	43.5	27.3	44.4	36.2	170	E
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	9.3	5.5	6.9	30.4	51.4	40.9	25.3	42.8	34.1	181	E
BMW	3 Series E90/E91/E92/E93	M6	2979	Petrol	13.6	7.1	9.5	20.8	39.8	29.7	17.3	33.1	24.7	226	G
BMW	3 Series E90/E91/E92/E93	A6	2979	Petrol	13.4	7.2	9.5	21.1	39.2	29.7	17.6	32.6	24.7	226	G
BMW	3 Series E90/E91/E92/E93	M6	3999	Petrol	18.7	9.6	12.9	15.1	29.4	21.9	12.6	24.5	18.2	309	G
BMW	3 Series E90/E91/E92/E93	DCT7	3999	Petrol	17.3	9.4	12.3	16.3	30.1	23.0	13.6	25.1	19.2	293	G
BMW	3 Series E90/E91/E92/E93	M6	1995	Petrol	7.9	4.8	5.9	35.8	58.9	47.9	29.8	49.0	39.9	142	C
BMW	3 Series E90/E91/E92/E93	A6	1995	Petrol	8.5	5.2	6.4	33.2	54.3	44.1	27.6	45.2	36.7	152	D
BMW	3 Series E90/E91/E92/E93	M6	1995	Diesel	5.7	4.1	4.7	49.6	68.9	60.1	41.3	57.4	50.0	123	C
BMW	3 Series E90/E91/E92/E93	M6	1995	Petrol	8.4	4.8	6.1	33.6	58.9	46.3	28.0	49.0	38.6	146	C
BMW	3 Series E90/E91/E92/E93	A6	1995	Diesel	7.1	4.4	5.4	39.8	64.2	52.3	33.1	53.5	43.5	144	C
BMW	3 Series E90/E91/E92/E93	M6	1995	Petrol	8.0	4.9	6.0	35.3	57.6	47.1	29.4	48.0	39.2	144	C
BMW	3 Series E90/E91/E92/E93	A6	1995	Petrol	8.6	5.3	6.5	32.8	53.3	43.5	27.3	44.4	36.2	156	D
BMW	3 Series E90/E91/E92/E93	M6	1995	Diesel	5.8	4.2	4.8	48.7	67.3	58.9	40.6	56.0	49.0	125	C
BMW	3 Series E90/E91/E92/E93	M6	1995	Petrol	8.5	4.9	6.2	33.2	57.6	45.6	27.6	48.0	38.0	148	C
BMW	3 Series E90/E91/E92/E93	A6	1995	Petrol	9.1	5.3	6.7	31.0	53.3	42.2	25.8	44.4	35.1	160	D
BMW	3 Series E90/E91/E92/E93	M6	1995	Diesel	6.1	4.2	4.9	46.3	67.3	57.6	38.6	56.0	48.0	131	C
BMW	3 Series E90/E91/E92/E93	A6	1995	Diesel	7.3	4.6	5.6	38.7	61.4	50.4	32.2	51.1	42.0	146	C
BMW	3 Series E90/E91/E92/E93	A6	2996	Petrol	9.8	5.7	7.2	28.8	49.6	39.2	24.0	41.3	32.6	173	E
BMW	3 Series E90/E91/E92/E93	M6	2993	Diesel	7.9	4.9	6.0	35.8	57.6	47.1	29.8	48.0	39.2	158	D
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	8.4	5.4	6.5	33.6	52.3	43.5	28.0	43.5	36.2	172	E
BMW	3 Series E90/E91/E92/E93	M6	2996	Petrol	10.0	5.7	7.3	28.2	49.6	38.7	23.5	41.3	32.2	175	E
BMW	3 Series E90/E91/E92/E93	A6	2996	Petrol	10.1	5.8	7.4	28.0	48.7	38.2	23.3	40.6	31.8	178	E
BMW	3 Series E90/E91/E92/E93	M6	2993	Diesel	8.3	5.0	6.2	34.0	56.5	45.6	28.3	47.0	38.0	163	D
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	9.1	5.3	6.7	31.0	53.3	42.2	25.8	44.4	35.1	176	E
BMW	3 Series E90/E91/E92/E93	M6	2979	Petrol	13.4	6.9	9.3	21.1	40.9	30.4	17.6	34.1	25.3	222	F
BMW	3 Series E90/E91/E92/E93	A6	2979	Petrol	13.2	7.0	9.3	21.4	40.4	30.4	17.8	33.6	25.3	223	F
BMW	3 Series E90/E91/E92/E93	A6	2993	Diesel	9.2	5.4	6.8	30.7	52.3	41.5	25.6	43.5	34.6	178	E
BMW	5 Series E60/E61	M6	1995	Diesel	6.5	4.3	5.1	43.5	65.7	55.4	36.2	54.7	46.1	136	C
BMW	5 Series E60/E61	A6	1995	Diesel	7.5	4.6	5.6	37.7	61.4	50.4	31.4	51.1	42.0	149	C
BMW	5 Series E60/E61	M6	2497	Petrol	10.1	5.7	7.3	28.0	49.6	38.7	23.3	41.3	32.2	174	E
BMW	5 Series E60/E61	A6	2497	Petrol	10.3	5.9	7.5	27.4	47.9	37.7	22.8	39.9	31.4	178	E
BMW	5 Series E60/E61	M6	2996	Petrol	10.3	5.7	7.4	27.4	49.6	38.2	22.8	41.3	31.8	176	E
BMW	5 Series E60/E61	A6	2996	Petrol	10.4	5.8	7.5	27.2	48.7	37.7	22.6	40.6	31.4	178	E
BMW	5 Series E60/E61	M6	2993	Diesel	8.2	5.0	6.2	34.4	56.5	45.6	28.6	47.0	38.0	165	D
BMW	5 Series E60/E61	A6	2993	Diesel	8.5	5.3	6.5	33.2	53.3	43.5	27.6	44.4	36.2	172	E
BMW	5 Series E60/E61	M6	2996	Petrol	10.9	5.8	7.7	25.9	48.7	36.7	21.6	40.6	30.6	182	E
BMW	5 Series E60/E61	A6	2996	Petrol	10.8	5.6	7.5	26.2	50.4	37.7	21.8	42.0	31.4	178	E
BMW	5 Series E60/E61	M6	2993	Diesel	8.6	5.1	6.4	32.8	55.4	44.1	27.3	46.1	36.7	170	E
BMW	5 Series E60/E61	A6	2993	Diesel	9.1	5.2	6.6	31.0	54.3	42.8	25.8	45.2	35.6	176	E
BMW	5 Series E60/E61	A6	2993	Diesel	9.0	5.4	6.7	31.4	52.3	42.2	26.1	43.5	35.1	178	E
BMW	5 Series E60/E61	M6	4000	Petrol	15.8	7.4	10.5	17.9	38.2	26.9	14.9	31.8	22.4	250	G
BMW	5 Series E60/E61	A6	4000	Petrol	14.4	6.9	9.7	19.6	40.9	29.1	16.3	34.1	24.2	232	G
BMW	5 Series E60/E61	M6	4799	Petrol	16.6	7.6	10.9	17.0	37.2	25.9	14.2	31.0	21.6	260	G
BMW	5 Series E60/E61	A6	4799	Petrol	15.5	7.2	10.3	18.2	39.2	27.4	15.2	32.6	22.8	246	G
BMW	5 Series E60/E61	SMG 7	4999	Petrol	22.7	10.2	14.8	12.4	27.7	19.1	10.3	23.1	15.9	357	G
BMW	5 Series E60/E61	SMG 7	4999	Petrol	21.7	10.2	14.4	13.0	27.7	19.6	10.8	23.1	16.3	344	G
BMW	5 Series E60/E61	M6	1995	Diesel	6.7	4.5	5.3	42.2	62.8	53.3	35.1	52.3	44.4	140	C
BMW	5 Series E60/E61	A6	1995	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.6	50.0	40.6	154	D
BMW	5 Series E60/E61	M6	2497	Petrol	10.6	6.0	7.7	26.6	47.1	36.7	22.1	39.2	30.6	183	E
BMW	5 Series E60/E61	A6	2497	Petrol	10.6	6.0	7.7	26.6	47.1	36.7	22.1	39.2	30.6	184	E
BMW	5 Series E60/E61	M6	2996	Petrol	10.8	5.9	7.7	26.2	47.9	36.7	21.8	39.9	30.6	183	E
BMW	5 Series E60/E61	A6	2996	Petrol	10.7	6.0	7.7	26.4	47.1	36.7	22.0	39.2	30.6	184	E
BMW	5 Series E60/E61	M6	2993	Diesel	8.4	5.2	6.4	33.6	54.3	44.1	28.0	45.2	36.7	171	E
BMW	5 Series E60/E61	A6	2993	Diesel	8.6	5.4	6.6	32.8	52.3	42.8	27.3	43.5	35.6	176	E
BMW	5 Series E60/E61	M6	2996	Petrol	11.1	6.0	7.9	25.4	47.1	35.8	21.1	39.2	29.8	187	F
BMW	5 Series E60/E61	A6	2996	Petrol	11.0	5.8	7.7	25.7	48.7	36.7	21.4	40.6	30.6	184	E
BMW	5 Series E60/E61	M6	2993	Diesel	8.8	5.3	6.6	32.1	53.3	42.8	26.7	44.4	35.6	176	E
BMW	5 Series E60/E61	A6	2993	Diesel	9.3	5.3	6.8	30.4	53.3	41.5	25.3	44.4	34.6	180	E
BMW	5 Series E60/E61	A6	2993	Diesel	9.2	5.6	6.9	30.7	50.4	40.9	25.6	42.0	34.1	182	E
BMW	5 Series E60/E61	M6	4799	Petrol	17.0	7.8	11.2	16.6	36.2	25.2	13.8	30.1	21.0	267	G
BMW	5 Series E60/E61	A6	4799	Petrol	16.1	7.5	10.7	17.5	37.7	26.4	14.6	31.4	22.0	254	G
BMW	5 Series E60/E61	SMG 7	4999	Petrol	22.4	10.6	15.0	12.6	26.6	18.8	10.5	22.1	15.7	361	G
BMW	5 Series E60/E61	SMG 7	4999	Petrol	21.7	10.5	14.6	13.0	26.9	19.3	10.8	22.4	16.1	348	G
BMW	6 Series E63/E64	M6	2996	Petrol	11.2	6.0	7.9	25.2	47.1	35.8	21.0	39.2	29.8	188	F
BMW	6 Series E63/E64	A6	2996	Petrol	11.0	5.8	7.7	25.7	48.7	36.7	21.4	40.6	30.6	184	E
BMW	6 Series E63/E64	A6	2993	Diesel	9.2	5.6	6.9	30.7	50.4	40.9	25.6	42.0	34.1	183	E
BMW	6 Series E63/E64	M6	4799	Petrol	17.8	8.1	11.7	15.9	34.9	24.1	13.2	29.1	20.1	279	G
BMW	6 Series E63/E64	A6	4799	Petrol	15.9	7.4	10.5	17.8	38.2	26.9	14.8	31.8	22.4	249	G
BMW	6 Series E63/E64	SMG 7	4999	Petrol	22.7	10.2	14.8	12.4	27.7	19.1	10.3	23.1	15.9	357	G
BMW	6 Series E63/E64	SMG 7	4999	Petrol	21.4	10.2	14.3	13.2	27.7	19.8	11.0	23.1	16.5	342	G
BMW	6 Series E63/E64	M6	2996	Petrol	11.8	6.3	8.3	23.9	44.8	34.0	19.9	37.3	28.3	198	F
BMW	6 Series E63/E64	A6	2996	Petrol	11.6	6.0	8.1	24.4	47.1	34.9	20.3	39.2	29.1	192	F
BMW	6 Series E63/E64	A6	2993	Diesel	9.6	5.8	7.2	29.4	48.7	39.2	24.5	40.6	32.6	190	F
BMW	6 Series E63/E64	M6	4799	Petrol	19.2	8.8	12.6	14.7	32.1	22.4	12.2	26.7	18.7	299	G
BMW	6 Series E63/E64	A6	4799	Petrol	16.5	7.7	10.9	17.1	36.7	25.9	14.2	30.6	21.6	258	G
BMW	6 Series E63/E64	SMG 7	4999	Petrol	22.8	10.7	15.2	12.4	26.4	18.6	10.3	22.0	15.5	366	G
BMW	6 Series E63/E64	SMG 7	4999	Petrol	22.0	10.6	14.7	12.8	26.6	19.2	10.7	22.1	16.0	352	G
BMW	7 Series E65/E66	A6	2996	Petrol	14.6	7.5	10.1	19.3	37.7	28.0	16.1	31.4	23.3	241	G
BMW	7 Series E65/E66	A6	2996	Petrol	14.6	7.5	10.1	19.3	37.7	28.0	16.1	31.4	23.3	242	G
BMW	7 Series E65/E66	A6	2993	Diesel	10.9	6.2	7.9	25.9	45.6	35.8	21.6	38.0	29.8	210	F
BMW	7 Series E65/E66	A6	2993	Diesel	11.0	6.3	8.0	25.7	44.8	35.3	21.4	37.3	29.4	212	F
BMW	7 Series E65/E66	A6	4000	Petrol	16.3	8.2	11.2	17.3	34.4	25.2	14.4	28.6	21.0	267	G
BMW	7 Series E65/E66	A6	4000	Petrol	16.3	8.2	11.2	17.3	34.4	25.2	14.4	28.6	21.0	268	G
BMW	7 Series E65/E66	A6	4799	Petrol	16.9	8.3	11.4	16.7	34.0	24.8	13.9	28.3	20.7	271	G
BMW	7 Series E65/E66	A6	4799	Petrol	16.9	8.3	11.4	16.7	34.0	24.8	13.9	28.3	20.7	272	G
BMW	7 Series E65/E66	A6	5972	Petrol	20.7	9.5	13.6	13.6	29.7	20.8	11.3	24.7	17.3	327	G
BMW	X3 Series E83	M6	1995	Diesel	8.2	5.5	6.5	34.4	51.4	43.5	28.6	42.8	36.2	172	E
BMW	X3 Series E83	A6	1995	Diesel	8.3	5.8	6.7	34.0	48.7	42.2	28.3	40.6	35.1	178	E
BMW	X3 Series E83	M6	2497	Petrol	12.8	7.3	9.3	22.1	38.7	30.4	18.4	32.2	25.3	224	F
