Manufacturer	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Volkswagen	A4	1984	Petrol	13.2	7.2	9.4	21.4	39.2	30.1	17.8	32.6	25.1	224	F
Volkswagen	M5	1896	Diesel	6.8	4.6	5.4	41.5	61.4	52.3	34.6	51.1	43.5	143	C
Volkswagen	M6	1390	Petrol	8.4	5.3	6.4	33.6	53.3	44.1	28.0	44.4	36.7	153	D
Volkswagen	M6	1390	Petrol	9.5	5.8	7.1	29.7	48.7	39.8	24.7	40.6	33.1	169	E
Volkswagen	M6	1390	Petrol	9.7	6.0	7.3	29.1	47.1	38.7	24.2	39.2	32.2	174	E
Volkswagen	M6	1598	Petrol	9.0	5.6	6.9	31.4	50.4	40.9	26.1	42.0	34.1	165	D
Volkswagen	M6	1968	Petrol	11.0	6.2	8.0	25.7	45.6	35.3	21.4	38.0	29.4	189	F
Volkswagen	D6	1968	Petrol	10.7	6.2	7.9	26.4	45.6	35.8	22.0	38.0	29.8	188	F
Volkswagen	M5	1896	Diesel	5.9	3.9	4.6	47.9	72.4	61.4	39.9	60.3	51.1	122	C
Volkswagen	D6	1896	Diesel	7.6	5.0	5.9	37.2	56.5	47.9	31.0	47.0	39.9	156	D
Volkswagen	M6	1968	Diesel	7.1	4.8	5.6	39.8	58.9	50.4	33.1	49.0	42.0	148	C
Volkswagen	D6	1968	Diesel	8.0	5.0	6.1	35.3	56.5	46.3	29.4	47.0	38.6	160	D
Volkswagen	M6	1968	Diesel	7.9	4.8	5.9	35.8	58.9	47.9	29.8	49.0	39.9	156	D
Volkswagen	M6	1598	Petrol	10.0	6.1	7.5	28.2	46.3	37.7	23.5	38.6	31.4	179	E
Volkswagen	M6	1798	Petrol	10.4	6.0	7.6	27.2	47.1	37.2	22.6	39.2	31.0	180	E
Volkswagen	A6	1798	Petrol	11.3	6.3	8.2	25.0	44.8	34.4	20.8	37.3	28.6	195	F
Volkswagen	M6	1984	Petrol	11.2	6.3	8.1	25.2	44.8	34.9	21.0	37.3	29.1	193	F
Volkswagen	A6	1984	Petrol	12.6	6.4	8.7	22.4	44.1	32.5	18.7	36.7	27.1	206	F
Volkswagen	A6	1984	Petrol	12.4	6.6	8.7	22.8	42.8	32.5	19.0	35.6	27.1	207	F
Volkswagen	QD6	3189	Petrol	13.9	7.5	9.8	20.3	37.7	28.8	16.9	31.4	24.0	233	G
Volkswagen	M5	1896	Diesel	7.2	4.7	5.6	39.2	60.1	50.4	32.6	50.0	42.0	148	C
Volkswagen	M5	1896	Diesel	7.3	4.8	5.7	38.7	58.9	49.6	32.2	49.0	41.3	151	D
Volkswagen	M6	1968	Diesel	7.8	4.8	5.8	36.2	58.9	48.7	30.1	49.0	40.6	153	D
Volkswagen	M6	1968	Diesel	7.9	4.9	5.9	35.8	57.6	47.9	29.8	48.0	39.9	156	D
Volkswagen	D6	1968	Diesel	8.7	5.3	6.5	32.5	53.3	43.5	27.1	44.4	36.2	172	E
Volkswagen	D6	1968	Diesel	8.8	5.4	6.6	32.1	52.3	42.8	26.7	43.5	35.6	175	E
Volkswagen	QM6	1968	Diesel	8.7	5.5	6.6	32.5	51.4	42.8	27.1	42.8	35.6	174	E
Volkswagen	QM6	1968	Diesel	8.7	5.7	6.7	32.5	49.6	42.2	27.1	41.3	35.1	177	E
Volkswagen	M6	1968	Diesel	7.9	5.2	6.1	35.8	54.3	46.3	29.8	45.2	38.6	160	D
Volkswagen	D6	1968	Diesel	8.5	5.4	6.5	33.2	52.3	43.5	27.6	43.5	36.2	172	E
Volkswagen	M6	1598	Petrol	10.1	6.2	7.6	28.0	45.6	37.2	23.3	38.0	31.0	181	E
Volkswagen	M6	1798	Petrol	10.6	6.2	7.8	26.6	45.6	36.2	22.1	38.0	30.1	186	F
Volkswagen	A6	1798	Petrol	11.4	6.5	8.4	24.8	43.5	33.6	20.7	36.2	28.0	199	F
Volkswagen	M6	1984	Petrol	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Volkswagen	A6	1984	Petrol	12.7	6.7	8.8	22.2	42.2	32.1	18.5	35.1	26.7	208	F
Volkswagen	M6	1984	Petrol	11.3	6.4	8.2	25.0	44.1	34.4	20.8	36.7	28.6	194	F
Volkswagen	A6	1984	Petrol	12.5	6.8	8.9	22.6	41.5	31.7	18.8	34.6	26.4	212	F
Volkswagen	QD6	3189	Petrol	14.1	7.7	10.0	20.0	36.7	28.2	16.7	30.6	23.5	238	G
Volkswagen	M5	1896	Diesel	7.5	5.0	5.9	37.7	56.5	47.9	31.4	47.0	39.9	156	D
Volkswagen	M5	1896	Diesel	7.4	4.9	5.8	38.2	57.6	48.7	31.8	48.0	40.6	153	D
Volkswagen	M6	1968	Diesel	7.9	5.0	6.0	35.8	56.5	47.1	29.8	47.0	39.2	158	D
Volkswagen	D6	1968	Diesel	8.8	5.5	6.6	32.1	51.4	42.8	26.7	42.8	35.6	174	E
Volkswagen	D6	1968	Diesel	9.0	5.6	6.8	31.4	50.4	41.5	26.1	42.0	34.6	180	E
Volkswagen	QM6	1968	Diesel	8.7	5.6	6.7	32.5	50.4	42.2	27.1	42.0	35.1	177	E
Volkswagen	QM6	1968	Diesel	8.7	5.9	6.9	32.5	47.9	40.9	27.1	39.9	34.1	182	E
Volkswagen	M6	1968	Diesel	8.2	5.4	6.4	34.4	52.3	44.1	28.6	43.5	36.7	169	E
Volkswagen	D6	1968	Diesel	8.6	5.7	6.7	32.8	49.6	42.2	27.3	41.3	35.1	177	E
Volkswagen	M6	1984	Petrol	11.3	6.5	8.3	25.0	43.5	34.0	20.8	36.2	28.3	198	F
Volkswagen	M6	1984	Petrol	11.2	6.5	8.2	25.2	43.5	34.4	21.0	36.2	28.6	194	F
Volkswagen	D6	1984	Petrol	11.3	6.5	8.2	25.0	43.5	34.4	20.8	36.2	28.6	194	F
Volkswagen	D6	3189	Petrol	13.4	6.8	9.2	21.1	41.5	30.7	17.6	34.6	25.6	219	F
Volkswagen	M6	1984	Diesel	8.0	5.0	6.0	35.3	56.5	47.1	29.4	47.0	39.2	158	D
Volkswagen	D6	1984	Diesel	8.9	5.5	6.7	31.7	51.4	42.2	26.4	42.8	35.1	177	E
Volkswagen	M6	1390	Petrol	9.7	6.1	7.4	29.1	46.3	38.2	24.2	38.6	31.8	176	E
Volkswagen	D6	1390	Petrol	9.9	6.3	7.6	28.5	44.8	37.2	23.7	37.3	31.0	181	E
Volkswagen	M5	1595	Petrol	11.0	6.5	8.1	25.7	43.5	34.9	21.4	36.2	29.1	193	F
Volkswagen	M6	1896	Diesel	7.5	5.3	6.0	37.7	53.3	47.1	31.4	44.4	39.2	157	D
Volkswagen	M6	1896	Diesel	7.4	5.2	5.9	38.2	54.3	47.9	31.8	45.2	39.9	156	D
Volkswagen	M6	1968	Diesel	7.6	5.2	6.0	37.2	54.3	47.1	31.0	45.2	39.2	159	D
Volkswagen	D6	1968	Diesel	8.3	5.4	6.5	34.0	52.3	43.5	28.3	43.5	36.2	172	E
Volkswagen	D6	1968	Diesel	8.6	5.6	6.7	32.8	50.4	42.2	27.3	42.0	35.1	177	E
Volkswagen	M6	1968	Diesel	8.5	5.6	6.6	33.2	50.4	42.8	27.6	42.0	35.6	174	E
Volkswagen	D6	1968	Diesel	8.7	5.8	6.9	32.5	48.7	40.9	27.1	40.6	34.1	182	E
Volkswagen	M6	1781	Petrol	13.0	7.4	9.4	21.7	38.2	30.1	18.1	31.8	25.1	225	F
Volkswagen	A5	1781	Petrol	14.1	8.2	10.3	20.0	34.4	27.4	16.7	28.6	22.8	247	G
Volkswagen	M6	1984	Petrol	12.8	7.4	9.4	22.1	38.2	30.1	18.4	31.8	25.1	223	F
Volkswagen	A4	1984	Petrol	14.2	8.1	10.4	19.9	34.9	27.2	16.6	29.1	22.6	250	G
Volkswagen	M6	1896	Diesel	8.0	5.6	6.5	35.3	50.4	43.5	29.4	42.0	36.2	172	E
Volkswagen	M6	1896	Diesel	10.0	5.9	7.4	28.2	47.9	38.2	23.5	39.9	31.8	196	F
Volkswagen	M6	1968	Diesel	8.3	5.7	6.6	34.0	49.6	42.8	28.3	41.3	35.6	175	E
Volkswagen	M6	1968	Diesel	8.5	5.7	6.7	33.2	49.6	42.2	27.6	41.3	35.1	177	E
Volkswagen	A6	3189	Petrol	19.0	10.1	13.3	14.9	28.0	21.2	12.4	23.3	17.7	317	G
Volkswagen	M6	2461	Diesel	13.2	8.3	10.1	21.4	34.0	28.0	17.8	28.3	23.3	267	G
Volkswagen	A6	2461	Diesel	13.6	8.6	10.4	20.8	32.8	27.2	17.3	27.3	22.6	275	G
Volkswagen	A6	2967	Diesel	14.2	8.4	10.5	19.9	33.6	26.9	16.6	28.0	22.4	278	G
Volkswagen	A6	2967	Diesel	14.4	8.5	10.7	19.6	33.2	26.4	16.3	27.6	22.0	283	G
Volkswagen	A6	4921	Diesel	17.7	9.6	12.6	16.0	29.4	22.4	13.3	24.5	18.7	333	G
Volkswagen	QA6	3189	Petrol	17.4	8.9	12.1	16.2	31.7	23.3	13.5	26.4	19.4	288	G
Volkswagen	QA6	4172	Petrol	18.9	9.6	13.0	14.9	29.4	21.7	12.4	24.5	18.1	310	G
Volkswagen	QA6	5998	Petrol	21.2	10.5	14.5	13.3	26.9	19.5	11.1	22.4	16.2	348	G
Volkswagen	QA6	2697	Diesel	12.9	7.7	9.6	21.9	36.7	29.4	18.2	30.6	24.5	259	G
Volkswagen C.V.	M6	2461	Diesel	10.9	6.8	8.3	25.9	41.5	34.0	21.6	34.6	28.3	219	F
Volkswagen C.V.	A6	2461	Diesel	12.6	7.8	9.5	22.4	36.2	29.7	18.7	30.1	24.7	251	G
Volkswagen C.V.	M6	2461	Diesel	10.6	7.2	8.4	26.6	39.2	33.6	22.1	32.6	28.0	221	F
Volkswagen C.V.	A6	2461	Diesel	12.9	7.9	9.7	21.9	35.8	29.1	18.2	29.8	24.2	257	G
Volkswagen C.V.	A6	3198	Petrol	18.0	9.7	12.7	15.7	29.1	22.2	13.1	24.2	18.5	303	G
Volkswagen C.V.	QM6	2461	Diesel	11.8	7.7	9.2	23.9	36.7	30.7	19.9	30.6	25.6	243	G
Volkswagen C.V.	M5	1896	Diesel	9.4	7.2	8.0	30.1	39.2	35.3	25.1	32.6	29.4	211	F
Volkswagen C.V.	M5	1896	Diesel	9.8	7.0	8.0	28.8	40.4	35.3	24.0	33.6	29.4	211	F
Volkswagen C.V.	M5	1896	Diesel	10.6	6.9	8.1	28.0	40.9	34.9	23.3	34.1	29.1	214	F
Volkswagen C.V.	M5	1896	Diesel	10.3	7.3	8.4	27.4	38.7	33.6	22.8	32.2	28.0	221	F
Volkswagen C.V.	M5	1896	Diesel	10.1	6.9	8.1	28.0	40.9	34.9	23.3	34.1	29.1	214	F
Volkswagen C.V.	QM6	2461	Diesel	11.8	7.6	9.1	23.9	37.2	31.0	19.9	31.0	25.8	240	G
Volkswagen C.V.	M5	1896	Diesel	10.2	6.9	8.1	28.0	40.9	34.9	23.3	34.1	29.1	214	F
Volkswagen C.V.	M5	1896	Diesel	10.2	7.5	8.5	27.7	37.7	33.2	23.1	31.4	27.6	224	F
Volkswagen C.V.	M5	1896	Diesel	10.2	7.6	8.6	27.7	37.2	32.8	23.1	31.0	27.3	227	G
Volkswagen C.V.	M5	1896	Diesel	10.1	7.1	8.2	28.0	39.8	34.4	23.3	33.1	28.6	217	F
Volkswagen C.V.	M5	1896	Diesel	10.3	7.5	8.5	27.4	37.7	33.2	22.8	31.4	27.6	224	F
Volkswagen C.V.	A6	2461	Diesel	12.6	8.2	9.8	22.4	34.4	28.8	18.7	28.6	24.0	259	G
Volkswagen C.V.	QM6	2461	Diesel	12.1	8.2	9.6	23.3	34.4	29.4	19.4	28.6	24.5	253	G
Volkswagen C.V.	M6	2461	Diesel	10.9	7.3	8.6	25.9	38.7	32.8	21.6	32.2	27.3	227	G
Volkswagen C.V.	M6	2461	Diesel	10.6	7.6	8.7	26.6	37.2	32.5	22.1	31.0	27.1	229	G
Volkswagen C.V.	M5	1390	Petrol	10.3	6.7	8.0	27.4	42.2	35.3	22.8	35.1	29.4	191	F
Volkswagen C.V.	M5	1595	Petrol	10.8	6.9	8.3	26.2	40.9	34.0	21.8	34.1	28.3	198	F
Volkswagen C.V.	M5	1896	Diesel	7.4	5.2	6.0	38.2	54.3	47.1	31.8	45.2	39.2	158	D
Volkswagen C.V.	M5	1896	Diesel	7.6	5.6	6.3	37.2	50.4	44.9	31.0	42.0	37.4	167	E
Volkswagen C.V.	M5	1896	Diesel	7.5	5.3	6.1	37.7	53.3	46.3	31.4	44.4	38.6	161	D
Volkswagen C.V.	M5	1896	Diesel	7.6	5.6	6.3	37.2	50.4	44.8	31.0	42.0	37.3	167	E
Volkswagen C.V.	D6	1896	Diesel	8.3	5.8	6.7	34.0	48.7	42.2	28.3	40.6	35.1	177	E
Volkswagen C.V.	D6	1896	Diesel	8.3	6.0	6.9	34.0	47.1	40.9	28.3	39.2	34.1	182	E
Volkswagen C.V.	M6	1968	Diesel	7.8	5.6	6.4	36.2	50.4	44.1	30.1	42.0	36.7	169	E
Volkswagen C.V.	M5	1595	Petrol	11.2	6.8	8.4	25.2	41.5	33.6	21.0	34.6	28.0	199	F
Volkswagen C.V.	M5	1896	Diesel	7.7	5.4	6.3	36.7	52.3	44.8	30.6	43.5	37.3	166	E
Volkswagen C.V.	M5	1896	Diesel	7.7	5.7	6.4	36.7	49.6	44.1	30.6	41.3	36.7	169	E
Volkswagen C.V.	D6	1896	Diesel	8.4	5.9	6.8	33.6	47.9	41.5	28.0	39.9	34.6	180	E
Volkswagen C.V.	D6	1896	Diesel	8.4	6.1	7.0	33.6	46.3	40.4	28.0	38.6	33.6	185	E
Volkswagen C.V.	M5	1968	Diesel	7.8	5.6	6.4	36.2	50.4	44.1	30.1	42.0	36.7	169	E
Volkswagen C.V.	M6	2461	Diesel	13.4	7.9	9.9	21.1	35.8	28.5	17.6	29.8	23.7	261	G
Volkswagen C.V.	M6	2461	Diesel	15.1	8.8	11.1	18.7	32.1	25.4	15.6	26.7	21.1	233	G
Volkswagen C.V.	M6	2461	Diesel	13.3	8.0	9.9	21.2	35.3	28.5	17.7	29.4	23.7	261	G
Volkswagen C.V.	M6	2461	Diesel	13.9	8.1	10.2	20.3	34.9	27.7	16.9	29.1	23.1	269	G
Volkswagen C.V.	M6	2461	Diesel	14.5	8.5	10.6	19.5	33.2	26.6	16.2	27.6	22.1	280	G
Volkswagen C.V.	A6	2461	Diesel	11.0	8.7	9.5	25.7	32.5	29.7	21.4	27.1	24.7	250	G
Volkswagen C.V.	A6	2461	Diesel	11.4	8.7	9.7	24.8	32.5	29.1	20.7	27.1	24.2	230	G
Volkswagen C.V.	A6	2461	Diesel	11.6	8.9	9.9	24.4	31.7	28.5	20.3	26.4	23.7	261	G
Volkswagen C.V.	M6	2461	Diesel	14.0	7.9	10.1	20.2	35.8	28.0	16.8	29.8	23.3	267	G
Volkswagen C.V.	M6	2461	Diesel	14.3	8.2	10.4	19.8	34.4	27.2	16.5	28.6	22.6	274	G
Volkswagen C.V.	M6	2461	Diesel	15.0	8.6	10.9	18.8	32.8	25.9	15.7	27.3	21.6	288	G
Volkswagen C.V.	A6	2461	Diesel	11.4	8.7	9.7	24.8	32.5	29.1	20.7	27.1	24.2	255	G
Volkswagen C.V.	A6	2461	Diesel	11.7	8.8	9.9	24.1	32.1	28.5	20.1	26.7	23.7	261	G
Volkswagen C.V.	A6	2461	Diesel	11.9	9.0	10.1	23.7	31.4	28.0	19.7	26.1	23.3	266	G
Volkswagen C.V.	M6	2461	Diesel	13.0	8.0	9.8	21.7	35.3	28.8	18.1	29.4	24.0	258	G
Volkswagen C.V.	M6	2461	Diesel	13.5	8.0	10.0	20.9	35.3	28.2	17.4	29.4	23.5	264	G
Volvo	M5	1596	Petrol	9.5	5.8	7.2	29.7	48.7	39.2	24.7	40.6	32.6	171	E
Volvo	M5	1560	Diesel	6.2	4.2	4.9	45.6	67.3	57.6	38.0	56.0	48.0	129	C
Volvo	M5	1798	Petrol	10.1	5.7	7.3	28.0	49.6	38.7	23.3	41.3	32.2	174	E
Volvo	M5	1798	Petrol	10.3	5.8	7.4	27.4	48.7	38.2	22.8	40.6	31.8	177	E
Volvo	M5	1999	Petrol	10.2	5.7	7.4	27.7	49.6	38.2	23.1	41.3	31.8	177	E
Volvo	M5	2435	Petrol	12.4	6.6	8.5	22.8	42.8	33.2	19.0	35.6	27.6	203	F
Volvo	A5	2435	Petrol	13.2	6.7	9.1	21.4	42.2	31.0	17.8	35.1	25.8	217	F
Volvo	M6	1997	Diesel	7.6	4.8	5.8	37.2	58.9	48.7	31.0	49.0	40.6	153	D
Volvo	A6	1997	Diesel	7.8	5.0	6.0	36.2	56.5	47.1	30.1	47.0	39.2	159	D
Volvo	M6	2400	Diesel	8.4	4.9	6.2	33.6	57.6	45.6	28.0	48.0	38.0	164	D
Volvo	A5	2400	Diesel	9.7	5.4	7.0	29.1	52.3	40.4	24.2	43.5	33.6	184	E
Volvo	M6	2521	Petrol	12.5	6.4	8.7	22.6	44.1	32.5	18.8	36.7	27.1	208	F
Volvo	A5	2521	Petrol	13.7	6.9	9.4	20.6	40.9	30.1	17.2	34.1	25.1	224	F
Volvo	M5	1560	Diesel	6.3	4.3	5.0	44.8	65.7	56.5	37.3	54.7	47.0	132	C
Volvo	M6	2400	Diesel	8.3	5.1	6.3	34.0	55.4	44.8	28.3	46.1	37.3	166	E
Volvo	A5	2521	Petrol	14.2	6.8	9.5	19.9	41.5	29.7	16.6	34.6	24.7	227	G
Volvo	M6	1997	Diesel	8.2	4.9	6.1	34.4	57.6	46.3	28.6	48.0	38.6	161	D
Volvo	M5	2435	Petrol	12.9	6.7	9.0	21.9	42.2	31.4	18.2	35.1	26.1	215	F
Volvo	A5	2435	Petrol	13.8	7.0	9.6	20.5	40.4	29.4	17.1	33.6	24.5	229	G
Volvo	M6	2400	Diesel	8.7	5.4	6.6	32.5	52.3	42.8	27.1	43.5	35.6	174	E
Volvo	A5	2400	Diesel	10.3	5.8	7.4	27.4	48.7	38.2	22.8	40.6	31.8	196	F
Volvo	M6	2521	Petrol	13.1	6.7	9.1	21.6	42.2	31.0	18.0	35.1	25.8	217	F
Volvo	A5	2521	Petrol	14.7	7.0	9.8	19.2	40.4	28.8	16.0	33.6	24.0	234	G
Volvo	M5	1596	Petrol	9.3	5.7	7.0	30.4	49.6	40.4	25.3	41.3	33.6	167	E
Volvo	M5	1798	Petrol	10.1	5.8	7.3	28.0	48.7	38.7	23.3	40.6	32.2	174	E
Volvo	M5	1999	Petrol	10.2	5.8	7.4	27.7	48.7	38.2	23.1	40.6	31.8	177	E
Volvo	M6	1997	Diesel	7.6	4.6	5.7	37.2	61.4	49.6	31.0	51.1	41.3	151	D
Volvo	A6	1997	Diesel	7.6	4.9	5.9	37.2	57.6	47.9	31.0	48.0	39.9	156	D
Volvo	M5	2435	Petrol	12.0	6.3	8.4	23.5	44.8	33.6	19.6	37.3	28.0	200	F
Volvo	A5	2435	Petrol	13.1	6.6	9.0	21.6	42.8	31.4	18.0	35.6	26.1	214	F
Volvo	M6	2400	Diesel	8.3	5.0	6.2	34.0	56.5	45.6	28.3	47.0	38.0	164	D
Volvo	A5	2400	Diesel	9.5	5.4	6.9	29.7	52.3	40.9	24.7	43.5	34.1	182	E
Volvo	M6	2521	Petrol	12.5	6.5	8.7	22.6	43.5	32.5	18.8	36.2	27.1	208	F
Volvo	A6	2521	Petrol	14.1	6.7	9.4	20.0	42.2	30.1	16.7	35.1	25.1	224	F
Volvo	M5	1984	Petrol	12.4	6.9	8.9	22.8	40.9	31.7	19.0	34.1	26.4	212	F
Volvo	A5	1984	Petrol	13.7	7.1	9.5	20.6	39.8	29.7	17.2	33.1	24.7	227	G
Volvo	M6	2400	Diesel	9.0	5.2	6.6	31.4	54.3	42.8	26.1	45.2	35.6	174	E
Volvo	A6	2400	Diesel	10.2	6.0	7.5	27.7	47.1	37.7	23.1	39.2	31.4	199	F
Volvo	M6	2401	Petrol	12.7	7.3	9.3	22.2	38.7	30.4	18.5	32.2	25.3	220	F
Volvo	A5	2401	Petrol	14.0	7.3	9.8	20.2	38.7	28.8	16.8	32.2	24.0	234	G
Volvo	M5	2521	Petrol	12.9	6.9	9.1	21.9	40.9	31.0	18.2	34.1	25.8	217	F
Volvo	A5	2521	Petrol	14.1	7.3	9.8	20.0	38.7	28.8	16.7	32.2	24.0	234	G
Volvo	M5	2435	Petrol	12.6	7.2	9.2	22.4	39.2	30.7	18.7	32.6	25.6	220	F
Volvo	A5	2435	Petrol	13.7	7.5	9.8	20.6	37.7	28.8	17.2	31.4	24.0	234	G
Volvo	M6	2400	Diesel	9.0	5.5	6.8	31.4	51.4	41.5	26.1	42.8	34.6	179	E
Volvo	A6	2400	Diesel	10.5	6.4	7.9	26.9	44.1	35.8	22.4	36.7	29.8	209	F
Volvo	A5	2521	Petrol	14.4	7.7	10.1	19.6	36.7	28.0	16.3	30.6	23.3	241	G
Volvo	M5	1999	Petrol	11.7	6.9	8.6	24.1	40.9	32.8	20.1	34.1	27.3	206	F
Volvo	M6	2521	Petrol	13.1	7.1	9.3	21.6	39.8	30.4	18.0	33.1	25.3	222	F
Volvo	A6	2521	Petrol	15.0	7.4	10.2	18.8	38.2	27.7	15.7	31.8	23.1	243	G
Volvo	M6	1997	Diesel	7.5	5.0	5.9	37.7	56.5	47.9	31.4	47.0	39.9	157	D
Volvo	A6	3192	Petrol	15.4	7.7	10.5	18.3	36.7	26.9	15.2	30.6	22.4	251	G
Volvo	A6	2953	Petrol	16.7	8.1	11.3	16.9	34.9	25.0	14.1	29.1	20.8	270	G
Volvo	M6	2400	Diesel	8.3	5.5	6.5	34.0	51.4	43.5	28.3	42.8	36.2	172	E
Volvo	A6	2400	Diesel	9.8	6.0	7.4	28.8	47.1	38.2	24.0	39.2	31.8	195	F
Volvo	M6	2400	Diesel	9.3	6.0	7.2	30.4	47.1	39.2	25.3	39.2	32.6	189	F
Volvo	A6	2400	Diesel	10.7	6.3	7.9	26.4	44.8	35.8	22.0	37.3	29.8	209	F
Volvo	A6	3192	Petrol	16.4	8.5	11.4	17.2	33.2	24.8	14.3	27.6	20.7	272	G
Volvo	M6	2400	Diesel	9.3	6.1	7.3	30.4	46.3	38.7	25.3	38.6	32.2	193	F
Volvo	A6	2400	Diesel	10.5	7.0	8.3	26.9	40.4	34.0	22.4	33.6	28.3	219	F
Volvo	M5	1999	Petrol	11.4	6.5	8.3	24.8	43.5	34.0	20.7	36.2	28.3	199	F
Volvo	M6	2521	Petrol	13.6	6.8	9.3	20.8	41.5	30.4	17.3	34.6	25.3	223	F
Volvo	A6	2521	Petrol	15.2	7.3	10.2	18.6	38.7	27.7	15.5	32.2	23.1	244	G
Volvo	M6	1997	Diesel	7.6	4.7	5.7	37.2	60.1	49.6	31.0	50.0	41.3	151	D
Volvo	M6	2400	Diesel	8.1	5.2	6.3	34.9	54.3	44.8	29.1	45.2	37.3	167	E
Volvo	A6	2400	Diesel	9.6	5.7	7.2	29.4	49.6	39.2	24.5	41.3	32.6	189	F
Volvo	M6	2400	Diesel	8.2	5.3	6.4	34.4	53.3	44.1	28.6	44.4	36.7	169	E
Volvo	A6	2400	Diesel	9.8	5.8	7.3	28.8	48.7	38.7	24.0	40.6	32.2	193	F
Volvo	A6	3192	Petrol	15.6	7.2	10.3	18.1	39.2	27.4	15.1	32.6	22.8	246	G
Volvo	A6	4414	Petrol	18.0	8.3	11.9	15.7	34.0	23.7	13.1	28.3	19.7	284	G
Volvo	M6	2400	Diesel	9.0	5.6	6.9	31.4	50.4	40.9	26.1	42.0	34.1	182	E
Volvo	A6	2400	Diesel	10.4	6.3	7.8	27.2	44.8	36.2	22.6	37.3	30.1	206	F
Volvo	A6	3192	Petrol	15.9	7.7	10.7	17.8	36.7	26.4	14.8	30.6	22.0	255	G
Volvo	A6	3192	Petrol	16.1	7.8	10.9	17.5	36.2	25.9	14.6	30.1	21.6	259	G
Volvo	M6	2400	Diesel	10.7	6.9	8.3	26.4	40.9	34.0	22.0	34.1	28.3	219	F
Volvo	A6	2400	Diesel	11.9	7.4	9.0	23.7	38.2	31.4	19.7	31.8	26.1	239	G
Volvo	A6	3192	Petrol	17.2	9.2	12.1	16.4	30.7	23.3	13.7	25.6	19.4	289	G
Volvo	A6	4414	Petrol	20.0	9.8	13.5	14.1	28.8	20.9	11.7	24.0	17.4	322	G
