Townland	Area( acres )	Barony	Civil parish	Poor law union
Rathmaher	98	Duhallow	Castlemagner	Kanturk
Rathnagard	239	Duhallow	Kilbrin	Kanturk
Rathranna	434	Duhallow	Clonfert	Kanturk
Rathroe	223	Duhallow	Cullen	Millstreet
Rea-allen	293	Duhallow	Kilmeen	Kanturk
Reanagashel	341	Duhallow	Kilmeen	Kanturk
Reanahoun	880	Duhallow	Clonfert	Kanturk
Reandallane	242	Duhallow	Kilmeen	Kanturk
Rockhill East	779	Duhallow	Clonfert	Kanturk
Rockhill West	1329	Duhallow	Clonfert	Kanturk
Roskeen	4	Duhallow	Rosskeen	Kanturk
Rosnagussane	124	Duhallow	Ballyclogh	Mallow
Rossacon	691	Duhallow	Clonfert	Kanturk
Rossglass	184	Duhallow	Dromtarriff	Kanturk
Rossline	128	Duhallow	Clonfert	Kanturk
Rossline	450	Duhallow	Kilcorcoran	Kanturk
Rowls Aldworth	166	Duhallow	Clonfert	Kanturk
Rowls Allen	412	Duhallow	Clonfert	Kanturk
Rowls Daunt	254	Duhallow	Clonfert	Kanturk
Rowls Langford (North)	1125	Duhallow	Clonfert	Kanturk
Rowls Langford (South)	1314	Duhallow	Clonfert	Kanturk
Rowls Noonan	641	Duhallow	Clonfert	Kanturk
Rowls Shaddock	250	Duhallow	Clonfert	Kanturk
Ruanes	133	Duhallow	Ballyclogh	Mallow
Rusheen	280	Duhallow	Kilcorcoran	Kanturk
Scarteen Lower	702	Duhallow	Clonfert	Kanturk
Scarteen Upper	730	Duhallow	Clonfert	Kanturk
Scrahan	304	Duhallow	Nohavaldaly	Millstreet
Shanaknock	348	Duhallow	Drishane	Millstreet
Shanavoher	483	Duhallow	Kilmeen	Kanturk
Shanavoher	774	Duhallow	Kilshannig	Mallow
Shanbally	428	Duhallow	Nohavaldaly	Millstreet
Shronebeha	518	Duhallow	Clonmeen	Kanturk
Skagh	296	Duhallow	Cullen	Millstreet
Skarragh	538	Duhallow	Kilshannig	Mallow
Smithfield	198	Duhallow	Kilshannig	Mallow
Spring Grove	263	Duhallow	Kilroe	Kanturk
Springville	72	Duhallow	Kilbrin	Kanturk
Stumphill	360	Duhallow	Subulter	Kanturk
Subulter	382	Duhallow	Subulter	Kanturk
Sunfort	230	Duhallow	Knocktemple	Kanturk
Taurbeg	410	Duhallow	Clonfert	Kanturk
Taurmore	1135	Duhallow	Clonfert	Kanturk
Toorard	922	Duhallow	Clonfert	Kanturk
Tooreen	221	Duhallow	Clonmeen	Kanturk
Tooreen Donnell	140	Duhallow	Clonfert	Kanturk
Tooreenavuscaun	388	Duhallow	Kilmeen	Kanturk
Tooreenclassagh	587	Duhallow	Nohavaldaly	Kanturk
Tooreencormack	145	Duhallow	Clonfert	Kanturk
Tooreendermot	360	Duhallow	Clonfert	Kanturk
Tooreenduff	516	Duhallow	Kilmeen	Kanturk
Tooreenfineen	1240	Duhallow	Kilmeen	Kanturk
Tooreenglanahee	789	Duhallow	Nohavaldaly	Kanturk
Tooreenmacauliffe	1174	Duhallow	Clonfert	Kanturk
Tooreennagrena	624	Duhallow	Clonfert	Kanturk
Tooreennaguppoge	313	Duhallow	Clonfert	Kanturk
Tooreennamire	230	Duhallow	Clonfert	Kanturk
Tooreenreaghy	143	Duhallow	Nohavaldaly	Millstreet
Tulladuff	359	Duhallow	Knocktemple	Kanturk
Tullylease	251	Duhallow	Tullylease	Kanturk
Two Gneeves	199	Duhallow	Cullen	Millstreet
Two Gneeves	71	Duhallow	Castlemagner	Kanturk
Ummeraboy East	371	Duhallow	Kilmeen	Millstreet
Ummeraboy West	709	Duhallow	Kilmeen	Millstreet
Urraghilbeg	417	Duhallow	Kilmeen	Kanturk
Urraghilmore East	417	Duhallow	Kilmeen	Millstreet
Urraghilmore West	416	Duhallow	Kilmeen	Millstreet
