Manufacturer	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Jaguar Cars	M5	2967	Petrol	14.9	7.8	10.4	19.0	36.4	27.2	15.8	30.3	22.6	249	G
Jaguar Cars	A5	2967	Petrol	15.2	7.9	10.6	18.5	35.9	26.6	15.4	29.9	22.1	254	G
Jaguar Cars	M5	1998	Diesel	7.6	4.5	5.6	37.2	62.8	50.0	31.0	52.3	41.6	149	C
Jaguar Cars	M5	1998	Diesel	7.8	4.7	5.8	36.4	60.0	48.7	30.3	50.0	40.6	154	D
Jaguar Cars	M6	2198	Diesel	8.3	4.7	6.0	34.0	60.0	47.1	28.3	50.0	39.2	159	D
Jaguar Cars	M6	2198	Diesel	8.2	4.8	6.0	34.5	58.9	47.1	28.7	49.0	39.2	159	D
Jaguar Cars	M6	2198	Diesel	8.4	4.9	6.2	33.6	57.7	45.6	28.0	48.0	38.0	164	D
Jaguar Cars	M6	2198	Diesel	8.3	4.9	6.2	34.0	57.7	45.6	28.3	48.0	38.0	164	D
Jaguar Cars	A6	2967	Petrol	15.9	7.4	10.5	17.8	37.9	26.9	14.8	31.6	22.4	249	G
Jaguar Cars	A6	3555	Petrol	15.6	7.9	10.7	18.1	35.8	26.5	15.1	29.8	22.1	254	G
Jaguar Cars	A6	4196	Petrol	16.7	8.4	11.4	16.9	33.8	24.8	14.1	28.1	20.7	269	G
Jaguar Cars	A6	4196	Petrol	19.5	10.7	14.0	14.5	26.4	20.2	12.1	22.0	16.8	330	G
Jaguar Cars	A6	4196	Petrol	17.9	8.7	12.1	15.8	32.3	23.4	13.2	26.9	19.5	289	G
Jaguar Cars	A6	2720	Diesel	10.8	6.5	8.1	26.0	43.7	34.9	21.6	36.4	29.1	214	F
Jaguar Cars	A6	3555	Petrol	17.2	8.1	11.3	16.4	34.9	25.0	13.7	29.1	20.8	269	G
Jaguar Cars	A6	4196	Petrol	17.1	8.1	11.3	16.5	34.9	25.0	13.7	29.1	20.8	269	G
Jaguar Cars	A6	4196	Petrol	19.1	8.6	12.3	14.8	32.9	22.9	12.3	27.4	19.1	294	G
Kia	M5	999	Petrol	5.9	4.4	4.9	47.9	64.2	57.6	39.9	53.5	48.0	117	B
Kia	M5	1086	Petrol	6.5	4.6	5.3	43.5	61.4	53.3	36.2	51.1	44.4	126	C
Kia	A4	1086	Petrol	7.6	5.1	6.0	37.2	55.4	47.1	31.0	46.1	39.2	143	C
Kia	M5	1399	Petrol	8.0	5.3	6.3	35.3	53.3	44.8	29.4	44.4	37.3	150	C
Kia	A4	1399	Petrol	9.9	5.6	7.2	28.5	50.4	39.2	23.7	42.0	32.6	171	E
Kia	M5	1493	Diesel	5.4	4.1	4.5	52.3	68.9	62.8	43.6	57.4	52.3	119	B
Kia	M5	1396	Petrol	7.6	5.2	6.1	37.2	54.3	46.3	31.0	45.2	38.6	145	C
Kia	M5	1591	Petrol	8.0	5.4	6.4	35.3	52.3	44.1	29.4	43.5	36.7	152	D
Kia	A4	1591	Petrol	8.9	5.8	6.9	31.7	48.7	40.9	26.4	40.6	34.1	165	D
Kia	M5	1582	Diesel	5.7	4.2	4.7	49.6	67.3	60.1	41.3	56.0	50.0	125	C
Kia	M5	1591	Petrol	8.1	5.6	6.5	34.9	50.4	43.5	29.1	42.0	36.2	154	D
Kia	A4	1591	Petrol	8.9	5.9	6.9	31.7	47.9	40.9	26.4	39.9	34.1	165	D
Kia	M5	1582	Diesel	5.9	4.3	4.9	47.9	65.7	57.6	39.9	54.7	48.0	128	C
Kia	M6	1991	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.6	50.0	40.6	154	D
Kia	A4	1591	Petrol	9.0	5.8	7.0	31.4	48.7	40.4	26.1	40.6	33.6	166	E
Kia	M5	1582	Diesel	5.7	4.3	4.8	49.6	65.7	58.9	41.3	54.7	49.0	126	C
Kia	M6	1991	Diesel	7.5	4.5	5.6	37.7	62.8	50.4	31.4	52.3	42.0	149	C
Kia	M5	1998	Petrol	10.5	6.2	7.7	26.9	45.6	36.7	22.4	38.0	30.6	184	E
Kia	M5	1998	Petrol	10.5	6.1	7.7	26.9	46.3	36.7	22.4	38.6	30.6	185	E
Kia	A4	1998	Petrol	10.9	6.4	8.1	25.9	44.1	34.9	21.6	36.7	29.1	192	F
Kia	A5	2656	Petrol	13.1	7.0	9.2	21.6	40.4	30.7	18.0	33.6	25.6	220	F
Kia	M6	1991	Diesel	8.1	5.0	6.0	34.9	56.5	47.1	29.1	47.0	39.2	162	D
Kia	A4	1991	Diesel	10.4	5.6	7.3	27.2	50.4	38.7	22.6	42.0	32.2	191	F
Kia	M5	1975	Petrol	10.6	6.8	8.1	26.6	41.5	34.9	22.1	34.6	29.1	192	F
Kia	M5	1998	Petrol	11.1	6.9	8.4	25.4	40.9	33.6	21.1	34.1	28.0	201	F
Kia	M5	1998	Petrol	10.8	6.6	8.1	26.2	42.8	34.9	21.8	35.6	29.1	193	F
Kia	A4	1998	Petrol	11.5	6.6	8.4	24.6	42.8	33.6	20.5	35.6	28.0	200	F
Kia	M5	1991	Diesel	8.1	5.1	6.2	34.9	55.4	45.6	29.1	46.1	38.0	163	D
Kia	M6	1991	Diesel	7.8	5.3	6.2	36.2	53.3	45.6	30.1	44.4	38.0	165	D
Kia	A4	1991	Diesel	9.6	5.8	7.2	29.4	48.7	39.2	24.5	40.6	32.6	191	F
Kia	M6	1991	Diesel	7.8	5.2	6.1	36.2	54.3	46.3	30.1	45.2	38.6	163	D
Kia	A4	1991	Diesel	9.6	5.7	7.1	29.4	49.6	39.8	24.5	41.3	33.1	189	F
Kia	M5	2656	Petrol	14.6	8.4	10.7	19.3	33.6	26.4	16.1	28.0	22.0	255	G
Kia	M5	2902	Diesel	10.7	6.2	7.9	26.4	45.6	35.8	22.0	38.0	29.8	199	F
Kia	A4	2902	Diesel	11.8	6.9	8.7	23.9	40.9	32.5	19.9	34.1	27.1	224	F
Kia	M5	1975	Petrol	10.6	6.8	8.2	26.6	41.5	34.4	22.1	34.6	28.6	194	F
Kia	A4	2656	Petrol	13.2	8.2	10.0	21.4	34.4	28.2	17.8	28.6	23.5	237	G
Kia	M6	1991	Diesel	8.9	6.2	7.1	31.7	45.6	39.8	26.4	38.0	33.1	187	F
Kia	A5	3342	Petrol	14.2	8.9	10.8	19.9	31.7	26.2	16.6	26.4	21.8	258	G
Kia	M5	2497	Diesel	10.0	6.7	7.9	28.2	42.2	35.8	23.5	35.1	29.8	209	F
Kia	M5	2497	Diesel	11.0	7.3	8.6	25.7	38.7	32.8	21.4	32.2	27.3	228	G
Lamborghini	M6/S6	4961	Petrol	24.8	12.4	17.0	11.4	22.8	16.6	9.5	19.0	13.8	400	G
Lamborghini	M6/S6	6192	Petrol	32.6	15.1	21.5	8.7	18.7	13.1	7.2	15.6	10.9	500	G
Lamborghini	M6/S6	6496	Petrol	32.3	15.0	21.3	8.7	18.8	13.3	7.2	15.7	11.1	495	G
Lamborghini	M6	5204	Petrol	22.6	10.2	14.7	12.5	27.7	19.2	10.4	23.1	16.0	351	G
Lamborghini	S6	5204	Petrol	20.7	9.6	13.7	13.6	29.4	20.6	11.3	24.5	17.2	325	G
Land Rover	M6	2402	Diesel	12.5	8.6	10.0	22.6	32.9	28.2	18.8	27.4	23.5	266	G
Land Rover	M6	2402	Diesel	13.5	9.5	11.0	20.9	29.7	25.7	17.4	24.7	21.4	291	G
Land Rover	M6	2720	Diesel	11.1	8.1	9.2	25.4	34.9	30.7	21.1	29.1	25.6	244	G
Land Rover	A6	2720	Diesel	13.1	8.5	10.2	21.6	33.2	27.7	18.0	27.6	23.1	270	G
Land Rover	A6	4394	Petrol	20.9	12.1	15.0	13.5	22.3	18.8	11.2	18.6	15.7	354	G
Land Rover	A6	3628	Diesel	14.5	9.2	11.1	19.6	30.7	25.4	16.3	25.6	21.1	294	G
Land Rover	A6	4394	Petrol	21.2	11.4	14.9	13.3	24.8	19.0	11.1	20.7	15.8	352	G
Land Rover	A6	4197	Petrol	22.4	12.2	16.0	12.6	23.2	17.7	10.5	19.3	14.7	376	G
Land Rover	A6	2720	Diesel	13.1	8.2	10.0	21.6	34.4	28.2	18.0	28.6	23.5	265	G
Land Rover	A6	3628	Diesel	14.7	9.0	11.1	19.2	31.4	25.4	16.0	26.1	21.1	294	G
Land Rover	A6	4197	Petrol	22.8	11.9	15.9	12.4	23.7	17.8	10.3	19.7	14.8	374	G
Land Rover	A6	4394	Petrol	20.9	12.1	14.9	13.5	22.3	19.0	11.2	18.6	15.8	352	G
Land Rover	A6	3192	Petrol	15.8	8.6	11.2	17.9	33.0	25.2	14.9	27.5	21.0	265	G
Land Rover	M6	2179	Diesel	9.2	6.2	7.5	30.6	45.5	37.7	25.5	37.9	31.4	194	F
Land Rover	A6	2179	Diesel	11.0	6.8	8.5	25.7	41.5	33.2	21.4	34.6	27.6	224	F
Lexus	M6	2500	Petrol	13.5	7.7	9.8	20.9	36.7	28.8	17.4	30.6	24.0	231	G
Lexus	A6	2500	Petrol	12.7	7.0	9.1	22.2	40.4	31.0	18.5	33.6	25.8	214	F
Lexus	M6	2231	Diesel	7.9	5.4	6.3	35.8	52.3	44.8	29.8	43.5	37.3	168	E
Lexus	M6	2231	Diesel	9.5	6.2	7.4	29.7	45.6	38.2	24.7	38.0	31.8	195	F
Lexus	A8	4969	Petrol	16.8	8.3	11.4	16.8	34.0	24.8	14.0	28.3	20.7	270	G
Lexus	A6	2995	Petrol	14.4	7.2	9.8	19.6	39.2	28.8	16.3	32.6	24.0	232	G
Lexus	E-CVT	3456	Petrol Hybrid	9.2	7.2	7.9	30.7	39.2	35.8	25.6	32.6	29.8	186	F
Lexus	A6	4608	Petrol	16.3	7.9	11.0	17.3	35.8	25.7	14.4	29.8	21.4	258	G
Lexus	E-CVT	3456	Petrol Hybrid	9.1	7.1	7.9	31.0	39.8	35.8	25.8	33.1	29.8	185	E
Lexus	A8	4608	Petrol	16.5	7.9	11.1	17.1	35.8	25.4	14.2	29.8	21.1	261	G
Lexus	E-CVT	4969	Petrol Hybrid	11.3	8.0	9.3	25.0	35.3	30.4	20.8	29.4	25.3	219	F
Lexus	SAT5	3456	Petrol	15.7	8.5	11.2	18.0	33.2	25.2	15.0	27.6	21.0	264	G
Lexus	E-CVT	3311	Petrol Hybrid	9.1	7.6	8.1	31.0	37.2	34.9	25.8	31.0	29.1	192	F
Lexus	A6	4293	Petrol	16.3	8.6	11.4	17.3	32.8	24.8	14.4	27.3	20.7	269	G
Lotus	M6	1796	Petrol	12.1	6.8	8.8	23.0	41.0	32.1	19.2	34.1	26.7	208	F
Lotus	M6	1794	Petrol	11.3	6.5	8.3	25.0	43.0	34.0	20.8	35.8	28.3	196	F
Lotus	M6	1796	Petrol	12.3	7.2	9.1	23.0	39.0	31.0	19.2	32.5	25.8	216	F
Lotus	M6	1998	Petrol	12.7	7.3	9.3	22.0	39.0	30.4	18.3	32.5	25.3	220	F
LTI	A5	2499	Diesel	11.2	7.5	8.8	25.2	37.7	32.1	21.0	31.4	26.7	233	G
LTI	M5	2499	Diesel	10.1	6.8	8.0	28.0	41.5	35.3	23.3	34.6	29.4	212	F
Maserati	M6	4244	Petrol	26.1	12.5	17.5	10.8	22.6	16.1	9.0	18.8	13.4	400	G
Maserati	M6	4244	Petrol	23.2	11.5	15.8	12.2	24.6	17.9	10.2	20.5	14.9	370	G
Maserati	A6	4244	Petrol	21.9	10.5	14.7	12.9	26.9	19.2	10.7	22.4	16.0	340	G
Maserati	A6	4244	Petrol	21.5	10.0	14.3	13.1	28.2	19.8	10.9	23.5	16.5	330	G
Mazda	M5	1349	Petrol	6.9	4.6	5.4	40.9	61.4	52.3	34.1	51.1	43.5	129	C
Mazda	M5	1498	Petrol	7.6	4.9	5.9	37.2	57.6	47.9	31.0	48.0	39.9	140	C
Mazda	M5	1399	Diesel	5.3	3.7	4.3	53.3	76.3	65.7	44.4	63.5	54.7	114	B
Mazda	M5	1349	Petrol	8.6	5.6	6.7	32.8	50.4	42.2	27.3	42.0	35.1	157	D
Mazda	M5	1598	Petrol	8.9	5.7	6.9	31.7	49.6	40.9	26.4	41.3	34.1	162	D
Mazda	A4	1598	Petrol	10.0	6.2	7.6	28.3	45.6	37.2	23.6	38.0	31.0	179	E
Mazda	A4	1598	Petrol	10.2	6.4	7.8	27.7	44.1	36.2	23.1	36.7	30.1	183	E
Mazda	M6	1999	Petrol	10.6	6.4	7.9	26.7	44.1	35.6	22.2	36.7	29.6	189	F
Mazda	M6	2261	Petrol	13.5	7.5	9.7	20.9	37.7	29.1	17.4	31.4	24.2	231	G
Mazda	M5	1598	Diesel	6.0	4.0	4.7	47.1	70.1	60.1	39.2	58.4	50.0	125	C
Mazda	M5	1598	Diesel	6.1	4.1	4.8	46.3	68.9	58.6	38.6	57.4	48.8	128	C
Mazda	M6	1998	Diesel	7.1	5.4	6.0	39.8	52.3	47.1	33.1	43.5	39.2	162	D
Mazda	M5	1798	Petrol	10.7	6.3	7.9	26.4	44.8	35.8	22.0	37.3	29.8	190	F
Mazda	M5	1999	Petrol	11.0	6.6	8.2	25.7	42.8	34.5	21.4	35.6	28.7	198	F
Mazda	M6	1998	Diesel	7.3	5.7	6.3	38.7	49.6	44.9	32.2	41.3	37.4	173	E
Mazda	M5	1798	Petrol	10.1	6.1	7.6	28.0	46.3	37.2	23.3	38.6	31.0	182	E
Mazda	M6	1999	Petrol	10.6	6.3	7.9	26.6	44.8	35.8	22.1	37.3	29.8	187	F
Mazda	M6	1998	Diesel	7.3	5.4	6.1	38.7	52.3	46.3	32.2	43.5	38.6	162	D
Mazda	M5	1798	Petrol	9.6	5.3	6.9	29.4	53.3	40.9	24.5	44.4	34.1	162	D
Mazda	M6	1999	Petrol	9.8	5.4	7.0	28.8	52.3	40.4	24.0	43.5	33.6	166	E
Mazda	M6	1999	Petrol	9.9	5.5	7.1	28.5	51.4	39.8	23.7	42.8	33.1	168	E
Mazda	A5	1999	Petrol	11.1	5.7	7.7	25.4	49.6	36.7	21.1	41.3	30.6	182	E
Mazda	M6	1999	Petrol	10.0	5.6	7.2	28.2	50.4	39.2	23.5	42.0	32.6	171	E
Mazda	A5	1999	Petrol	11.3	5.8	7.8	25.0	53.3	36.2	20.8	44.4	30.1	185	E
Mazda	M6	2488	Petrol	11.1	6.3	8.1	25.4	44.8	34.9	21.1	37.3	29.1	192	F
Mazda	M6	2488	Petrol	11.2	6.4	8.2	25.2	44.1	34.4	21.0	36.7	28.6	193	F
Mazda	M6	1999	Diesel	6.7	5.0	5.6	42.2	56.5	50.4	35.1	47.0	42.0	149	C
Mazda	M6	1999	Diesel	6.8	5.0	5.7	41.5	56.5	49.6	34.6	47.0	41.3	151	D
Mazda	M5	1798	Petrol	9.9	5.8	7.3	28.5	48.7	38.7	23.7	40.6	32.2	174	E
Mazda	M5	1999	Petrol	10.6	6.0	7.7	26.7	47.1	36.7	22.2	39.2	30.6	183	E
Mazda	M6	1999	Petrol	11.2	6.5	8.2	25.2	43.5	34.5	21.0	36.2	28.7	193	F
Mazda	M5	2616	Petrol	14.9	8.1	10.6	19.0	34.9	26.7	15.8	29.1	22.2	267	G
Mazda	M6	2616	Petrol	15.6	8.7	11.2	18.1	32.5	25.2	15.1	27.1	21.0	284	G
Mazda	M6	2261	Petrol	13.8	8.1	10.2	20.5	34.9	27.7	17.1	29.1	23.1	243	G
Mercedes-Benz	M5	1498	Petrol	7.9	5.4	6.2	35.8	52.3	45.6	29.8	43.5	38.0	148	C
Mercedes-Benz	M5	1498	Petrol	8.1	5.5	6.5	34.9	51.4	43.5	29.1	42.8	36.2	155	D
Mercedes-Benz	M5	1498	Petrol	8.4	5.7	6.7	33.6	49.6	42.2	28.0	41.3	35.1	159	D
Mercedes-Benz	CVT	1498	Petrol	8.5	5.5	6.6	33.2	51.4	42.8	27.6	42.8	35.6	157	D
Mercedes-Benz	CVT	1498	Petrol	8.7	5.8	6.8	32.5	48.7	41.5	27.1	40.6	34.6	162	D
Mercedes-Benz	CVT	1498	Petrol	8.5	6.0	7.0	33.2	47.1	40.4	27.6	39.2	33.6	166	E
Mercedes-Benz	M5	1992	Diesel	6.2	4.3	4.9	45.6	65.7	57.6	38.0	54.7	48.0	128	C
Mercedes-Benz	M5	1992	Diesel	6.3	4.4	5.0	44.8	64.2	56.5	37.3	53.5	47.0	129	C
Mercedes-Benz	M5	1992	Diesel	6.5	4.5	5.2	43.5	62.8	54.3	36.2	52.3	45.2	137	C
Mercedes-Benz	CVT	1992	Diesel	7.0	4.4	5.4	40.4	64.2	52.3	33.6	53.5	43.5	142	C
Mercedes-Benz	CVT	1992	Diesel	7.2	4.7	5.6	39.2	60.1	50.4	32.6	50.0	42.0	147	C
Mercedes-Benz	CVT	1992	Diesel	7.6	4.9	5.8	37.2	57.6	48.7	31.0	48.0	40.6	154	D
Mercedes-Benz	M5	1699	Petrol	8.6	5.5	6.6	32.8	51.4	42.8	27.3	42.8	35.6	157	D
Mercedes-Benz	M5	1699	Petrol	8.6	5.7	6.7	32.8	49.6	42.2	27.3	41.3	35.1	159	D
Mercedes-Benz	M5	1699	Petrol	8.7	5.8	6.8	32.5	48.7	41.5	27.1	40.6	34.6	163	D
Mercedes-Benz	CVT	1699	Petrol	8.6	5.5	6.6	32.8	51.4	42.8	27.3	42.8	35.6	157	D
Mercedes-Benz	CVT	1699	Petrol	8.9	5.7	6.9	31.7	49.6	40.9	26.4	41.3	34.1	166	E
Mercedes-Benz	CVT	1699	Petrol	9.0	6.0	7.1	31.4	47.1	39.8	26.1	39.2	33.1	169	E
Mercedes-Benz	M6	1992	Diesel	6.4	4.6	5.2	44.1	61.4	54.3	36.7	51.1	45.2	137	C
Mercedes-Benz	M6	1992	Diesel	6.6	4.7	5.4	42.8	60.1	52.3	35.6	50.0	43.5	141	C
Mercedes-Benz	M6	1992	Diesel	7.4	4.7	5.7	38.2	60.1	49.6	31.8	50.0	41.3	149	C
Mercedes-Benz	M5	2035	Petrol	9.6	6.1	7.4	29.4	46.3	38.2	24.5	38.6	31.8	176	E
Mercedes-Benz	M5	2035	Petrol	9.6	5.9	7.2	29.4	47.9	39.2	24.5	39.9	32.6	172	E
Mercedes-Benz	CVT	2035	Petrol	9.6	5.9	7.2	29.4	47.9	39.2	24.5	39.9	32.6	172	E
Mercedes-Benz	CVT	2035	Petrol	9.6	6.1	7.4	29.4	46.3	38.2	24.5	38.6	31.8	176	E
Mercedes-Benz	M6	2035	Petrol	10.5	6.4	7.9	26.9	44.1	35.8	22.4	36.7	29.8	187	F
Mercedes-Benz	M6	2035	Petrol	10.7	6.6	8.1	26.4	42.8	34.9	22.0	35.6	29.1	192	F
Mercedes-Benz	CVT	2035	Petrol	10.2	6.5	7.9	27.7	43.5	35.8	23.1	36.2	29.8	187	F
Mercedes-Benz	CVT	2035	Petrol	10.3	6.6	8.1	27.4	42.8	34.9	22.8	35.6	29.1	192	F
Mercedes-Benz	M6	1992	Diesel	6.9	4.5	5.4	40.9	62.8	52.3	34.1	52.3	43.5	141	C
Mercedes-Benz	CVT	1992	Diesel	7.1	4.9	5.7	39.8	57.6	49.6	33.1	48.0	41.3	149	C
Mercedes-Benz	CVT	1992	Diesel	7.5	4.9	5.9	37.7	57.6	47.9	31.4	48.0	39.9	156	D
Mercedes-Benz	CVT	1992	Diesel	7.9	5.0	6.0	35.8	56.5	47.1	29.8	47.0	39.2	159	D
Mercedes-Benz	M5	1498	Petrol	8.3	5.6	6.6	34.0	50.4	42.8	28.3	42.0	35.6	158	D
Mercedes-Benz	M5	1498	Petrol	8.5	5.8	6.8	33.2	48.7	41.5	27.6	40.6	34.6	163	D
Mercedes-Benz	CVT	1498	Petrol	8.5	6.0	6.9	33.2	47.1	40.9	27.6	39.2	34.1	166	E
Mercedes-Benz	CVT	1498	Petrol	8.7	6.2	7.1	32.5	45.6	39.8	27.1	38.0	33.1	171	E
Mercedes-Benz	M5	1699	Petrol	8.6	5.8	6.8	32.8	48.7	41.5	27.3	40.6	34.6	163	D
Mercedes-Benz	M5	1699	Petrol	9.0	6.0	7.1	31.4	47.1	39.8	26.1	39.2	33.1	171	E
Mercedes-Benz	CVT	1699	Petrol	9.0	6.0	7.1	31.4	47.1	39.8	26.1	39.2	33.1	171	E
Mercedes-Benz	CVT	1699	Petrol	9.2	6.2	7.3	30.7	45.6	38.7	25.6	38.0	32.2	175	E
Mercedes-Benz	M6	1992	Diesel	7.2	4.6	5.6	39.2	61.4	50.4	32.6	51.1	42.0	146	C
Mercedes-Benz	M6	1992	Diesel	7.6	4.7	5.8	37.2	60.1	48.7	31.0	50.0	40.6	151	D
Mercedes-Benz	CVT	1992	Diesel	7.3	4.9	5.9	38.7	57.6	47.9	32.2	48.0	39.9	157	D
Mercedes-Benz	CVT	1992	Diesel	7.8	5.2	6.1	36.2	54.3	46.3	30.1	45.2	38.6	161	D
Mercedes-Benz	CVT	1992	Diesel	7.9	5.3	6.2	35.8	53.3	45.6	29.8	44.4	38.0	164	D
Mercedes-Benz	M5	2035	Petrol	9.3	6.0	7.2	30.4	47.1	39.2	25.3	39.2	32.6	173	E
Mercedes-Benz	M5	2035	Petrol	9.6	6.3	7.5	29.4	44.8	37.7	24.5	37.3	31.4	180	E
Mercedes-Benz	CVT	2035	Petrol	9.5	6.0	7.3	29.7	47.1	38.7	24.7	39.2	32.2	175	E
Mercedes-Benz	CVT	2035	Petrol	9.7	6.2	7.5	29.1	45.6	37.7	24.2	38.0	31.4	180	E
Mercedes-Benz	M6	2035	Petrol	10.5	6.4	7.9	26.9	44.1	35.8	22.4	36.7	29.8	190	F
Mercedes-Benz	M6	2035	Petrol	10.7	6.6	8.1	26.4	42.8	34.9	22.0	35.6	29.1	195	F
Mercedes-Benz	CVT	2035	Petrol	10.5	6.7	8.1	26.9	42.2	34.9	22.4	35.1	29.1	195	F
Mercedes-Benz	CVT	2035	Petrol	10.7	6.8	8.2	26.4	41.5	34.4	22.0	34.6	28.6	197	F
Mercedes-Benz	CVT	1992	Diesel	7.6	5.0	6.0	37.2	56.5	47.1	31.0	47.0	39.2	159	D
Mercedes-Benz	CVT	1992	Diesel	7.9	5.2	6.2	35.8	54.3	45.6	29.8	45.2	38.0	164	D
Mercedes-Benz	CVT	1992	Diesel	8.0	5.3	6.3	35.3	53.3	44.8	29.4	44.4	37.3	165	D
Mercedes-Benz	M6	1796	Petrol	10.7	6.3	7.9	26.4	44.8	35.8	22.0	37.3	29.8	190	F
Mercedes-Benz	M6	1796	Petrol	11.0	6.4	8.1	25.7	44.1	34.9	21.4	36.7	29.1	195	F
Mercedes-Benz	A5	1796	Petrol	12.0	6.6	8.5	23.5	42.8	33.2	19.6	35.6	27.6	203	F
Mercedes-Benz	A5	1796	Petrol	12.1	6.7	8.7	23.3	42.2	32.5	19.4	35.1	27.1	206	F
Mercedes-Benz	M6	1796	Petrol	10.6	6.4	8.0	26.7	44.1	35.3	22.2	36.7	29.4	192	F
Mercedes-Benz	M6	1796	Petrol	10.8	6.6	8.2	26.2	42.8	34.4	21.8	35.6	28.6	197	F
Mercedes-Benz	A5	1796	Petrol	12.4	6.6	8.7	22.8	42.8	32.5	19.0	35.6	27.1	206	F
Mercedes-Benz	A5	1796	Petrol	12.7	6.7	8.9	22.2	42.2	31.7	18.5	35.1	26.4	213	F
Mercedes-Benz	M6	2148	Diesel	9.1	5.6	6.8	31.0	50.4	41.5	25.8	42.0	34.6	180	E
Mercedes-Benz	M6	2148	Diesel	9.2	5.6	6.9	30.7	50.4	40.9	25.6	42.0	34.1	183	E
Mercedes-Benz	A5	2148	Diesel	9.3	5.9	7.1	30.4	47.9	39.8	25.3	39.9	33.1	188	F
Mercedes-Benz	A5	2148	Diesel	9.5	6.0	7.2	29.7	47.1	39.2	24.7	39.2	32.6	190	F
Mercedes-Benz	M6	2148	Diesel	9.2	5.5	6.9	30.7	51.4	40.9	25.6	42.8	34.1	180	E
Mercedes-Benz	M6	2148	Diesel	9.3	5.6	7.0	30.4	50.4	40.4	25.3	42.0	33.6	183	E
Mercedes-Benz	A5	2148	Diesel	9.4	6.0	7.2	30.1	47.1	39.2	25.1	39.2	32.6	190	F
Mercedes-Benz	A5	2148	Diesel	9.7	6.1	7.3	29.1	46.3	38.7	24.2	38.6	32.2	194	F
Mercedes-Benz	M6	2497	Petrol	13.6	7.2	9.6	20.8	39.2	29.4	17.3	32.6	24.5	229	G
Mercedes-Benz	M6	2497	Petrol	13.9	7.5	9.9	20.3	37.7	28.5	16.9	31.4	23.7	237	G
Mercedes-Benz	A7	2497	Petrol	13.4	7.3	9.5	21.1	38.7	29.7	17.6	32.2	24.7	226	G
Mercedes-Benz	A7	2497	Petrol	13.7	7.6	9.8	20.6	37.2	28.8	17.2	31.0	24.0	233	G
Mercedes-Benz	M6	2997	Petrol	13.8	7.4	9.7	20.5	38.2	29.1	17.1	31.8	24.2	232	G
Mercedes-Benz	M6	2997	Petrol	14.1	7.7	10.0	20.0	36.7	28.2	16.7	30.6	23.5	239	G
Mercedes-Benz	A7	2997	Petrol	13.2	7.4	9.6	21.4	28.2	29.4	17.8	23.5	24.5	229	G
Mercedes-Benz	A7	2997	Petrol	13.5	7.7	9.9	20.9	36.7	28.5	17.4	30.6	23.7	236	G
Mercedes-Benz	A7	2987	Diesel	10.5	5.9	7.6	26.9	47.9	37.2	22.4	39.9	31.0	199	F
Mercedes-Benz	A7	2987	Diesel	10.9	6.1	7.9	25.9	46.3	35.8	21.6	38.6	29.8	208	F
Mercedes-Benz	M6	3498	Petrol	14.0	7.4	9.8	20.2	38.2	28.8	16.8	31.8	24.0	234	G
Mercedes-Benz	M6	3498	Petrol	14.3	7.7	10.1	19.8	36.7	28.0	16.5	30.6	23.3	241	G
Mercedes-Benz	A7	3498	Petrol	14.2	7.8	10.2	19.9	36.2	27.7	16.6	30.1	23.1	245	G
Mercedes-Benz	A7	3498	Petrol	14.5	8.1	10.5	19.5	34.9	26.9	16.2	29.1	22.4	252	G
Mercedes-Benz	A5	5439	Petrol	17.8	9.2	12.3	15.9	30.7	23.0	13.2	25.6	19.2	293	G
Mercedes-Benz	M6	1796	Petrol	9.5	5.7	7.1	29.7	49.6	39.8	24.7	41.3	33.1	168	E
Mercedes-Benz	M6	1796	Petrol	9.6	5.8	7.2	29.4	48.7	39.2	24.5	40.6	32.6	170	E
Mercedes-Benz	A5	1796	Petrol	11.2	6.3	8.1	25.2	44.8	34.9	21.0	37.3	29.1	192	F
Mercedes-Benz	A5	1796	Petrol	11.3	6.4	8.2	25.0	44.1	34.4	20.8	36.7	28.6	194	F
Mercedes-Benz	M6	1796	Petrol	9.8	5.9	7.3	28.8	47.9	38.7	24.0	39.9	32.2	173	E
Mercedes-Benz	M6	1796	Petrol	10.0	6.1	7.5	28.2	46.3	37.7	23.5	38.6	31.4	178	E
Mercedes-Benz	A5	1796	Petrol	11.2	6.4	8.1	25.2	44.1	34.9	21.0	36.7	29.1	193	F
Mercedes-Benz	A5	1796	Petrol	11.4	6.6	8.3	24.8	42.8	34.0	20.7	35.6	28.3	198	F
Mercedes-Benz	M6	2148	Diesel	7.9	4.8	6.0	35.8	58.9	47.1	29.8	49.0	39.2	157	D
Mercedes-Benz	M6	2148	Diesel	8.1	5.0	6.1	34.9	56.5	46.3	29.1	47.0	38.6	161	D
Mercedes-Benz	A5	2148	Diesel	9.0	5.3	6.7	31.4	53.3	42.2	26.1	44.4	35.1	176	E
Mercedes-Benz	M6	2148	Diesel	8.1	4.9	6.1	34.9	57.6	46.3	29.1	48.0	38.6	159	D
