Manufacturer	Model	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Renault	Modus	M5	1390	Petrol	8.7	5.6	6.7	32.5	50.4	42.2	27.1	42.0	35.1	161	D
Renault	Modus	A5	1598	Petrol	10.4	6.2	7.7	27.2	54.6	36.7	22.6	45.5	30.6	185	E
Renault	Modus	M5	1149	Petrol	7.6	5.0	5.9	37.2	56.5	47.9	31.0	47.0	39.9	140	C
Renault	Modus	M5	1461	Diesel	5.6	4.2	4.7	50.4	67.3	60.1	42.0	56.0	50.0	125	C
Renault	Modus	M5	1461	Diesel	5.2	4.1	4.5	54.6	69.2	63.0	45.5	57.6	52.5	119	B
Renault	Modus	A5	1461	Diesel	5.2	4.1	4.5	54.3	69.8	62.8	45.2	58.1	52.3	119	B
Renault	Modus	M6	1461	Diesel	5.6	4.2	4.7	50.4	67.3	60.1	42.0	56.0	50.0	124	C
Renault	Mégane Hatchback / Sport Hatchback	M5	1390	Petrol	9.2	5.6	6.9	30.7	50.4	40.9	25.6	42.0	34.1	165	D
Renault	Mégane Hatchback / Sport Hatchback	M5	1598	Petrol	9.1	5.6	6.9	31.0	50.4	40.9	25.8	42.0	34.1	164	D
Renault	Mégane Hatchback / Sport Hatchback	A4	1598	Petrol	10.7	6.0	7.7	26.4	47.1	36.7	22.0	39.2	30.6	184	E
Renault	Mégane Hatchback / Sport Hatchback	M6	1998	Petrol	10.9	6.4	8.0	25.9	44.1	35.3	21.6	36.7	29.4	191	F
Renault	Mégane Hatchback / Sport Hatchback	A4	1998	Petrol	11.8	6.5	8.4	23.9	43.5	33.6	19.9	36.2	28.0	201	F
Renault	Mégane Hatchback / Sport Hatchback	M6	1989	Petrol	10.6	6.0	7.7	26.8	47.3	36.8	22.3	39.4	30.6	180	E
Renault	Mégane Hatchback / Sport Hatchback	M5	1461	Diesel	5.2	4.0	4.4	54.6	70.9	64.5	45.5	59.0	53.7	117	B
Renault	Mégane Hatchback / Sport Hatchback	M6	1461	Diesel	5.5	4.0	4.5	51.4	70.6	62.8	42.8	58.8	52.3	120	B
Renault	Mégane Hatchback / Sport Hatchback	M6	1461	Diesel	5.8	4.1	4.7	48.7	68.9	60.1	40.6	57.4	50.0	124	C
Renault	Mégane Hatchback / Sport Hatchback	M6	1870	Diesel	7.0	4.9	5.6	40.5	57.9	50.7	33.7	48.2	42.2	149	C
Renault	Mégane Hatchback / Sport Hatchback	A4	1870	Diesel	9.0	5.2	6.6	31.5	54.6	42.9	26.2	45.5	35.7	175	E
Renault	Mégane Hatchback / Sport Hatchback	M6	1995	Diesel	6.9	4.7	5.5	40.9	60.1	51.4	34.1	50.0	42.8	146	C
Renault	Mégane Sport Saloon	M5	1390	Petrol	9.2	5.5	6.8	30.7	51.4	41.5	25.6	42.8	34.6	165	D
Renault	Mégane Sport Saloon	M5	1598	Petrol	9.1	5.6	6.9	31.0	50.4	40.9	25.8	42.0	34.1	164	D
Renault	Mégane Sport Saloon	A4	1598	Petrol	10.7	6.0	7.7	26.4	47.1	36.7	22.0	39.2	30.6	184	E
Renault	Mégane Sport Saloon	M6	1998	Petrol	10.9	6.4	8.0	25.9	44.1	35.3	21.6	36.7	29.4	191	F
Renault	Mégane Sport Saloon	A4	1998	Petrol	11.8	6.5	8.4	23.9	43.5	33.6	19.9	36.2	28.0	201	F
Renault	Mégane Sport Saloon	M5	1461	Diesel	5.6	4.2	4.7	50.7	67.5	60.4	42.2	56.2	50.3	124	C
Renault	Mégane Sport Saloon	M6	1461	Diesel	5.8	4.1	4.7	48.7	68.9	60.1	40.6	57.4	50.0	124	C
Renault	Mégane Sport Saloon	M6	1870	Diesel	7.1	4.8	5.6	39.8	58.9	50.4	33.1	49.0	42.0	148	C
Renault	Mégane Sport Saloon	A4	1870	Diesel	9.0	5.2	6.6	31.4	54.3	42.8	26.1	45.2	35.6	175	E
Renault	Mégane Sport Tourer	M5	1390	Petrol	9.5	5.6	7.0	29.7	50.4	40.4	24.7	42.0	33.6	166	E
Renault	Mégane Sport Tourer	M5	1598	Petrol	9.3	5.7	7.0	30.4	49.6	40.4	25.3	41.3	33.6	166	E
Renault	Mégane Sport Tourer	A4	1598	Petrol	10.7	6.0	7.7	26.4	47.1	36.7	22.0	39.2	30.6	184	E
Renault	Mégane Sport Tourer	M6	1998	Petrol	10.9	6.4	8.0	25.9	44.1	35.3	21.6	36.7	29.4	191	F
Renault	Mégane Sport Tourer	A4	1998	Petrol	11.8	6.5	8.4	23.9	43.5	33.6	19.9	36.2	28.0	201	F
Renault	Mégane Sport Tourer	M5	1461	Diesel	5.6	4.2	4.7	50.7	67.5	60.4	42.2	56.2	50.3	124	C
Renault	Mégane Sport Tourer	M6	1461	Diesel	5.8	4.1	4.7	48.7	68.9	60.1	40.6	57.4	50.0	124	C
Renault	Mégane Sport Tourer	M6	1870	Diesel	7.4	4.9	5.8	38.2	57.6	48.7	31.8	48.0	40.6	154	D
Renault	Mégane Sport Tourer	A4	1870	Diesel	9.0	5.2	6.6	31.4	54.3	42.8	26.1	45.2	35.6	175	E
Renault	Mégane Sport Tourer	M6	1995	Diesel	6.9	4.7	5.5	40.9	60.1	51.4	34.1	50.0	42.8	146	C
Renault	Mégane Sport Tourer	A4	1598	Petrol	10.8	6.1	7.8	26.2	46.3	36.2	21.8	38.6	30.1	187	F
Renault	Mégane Sport Tourer	M6	1998	Petrol	11.1	6.5	8.2	25.6	43.7	34.6	21.3	36.4	28.8	194	F
Renault	Mégane Sport Tourer	A4	1989	Petrol	11.6	6.6	8.4	24.4	42.8	33.6	20.3	35.6	28.0	201	F
Renault	Mégane Sport Tourer	M6	1998	Petrol	11.0	6.3	8.0	25.7	44.8	35.3	21.4	37.3	29.4	191	F
Renault	Mégane Sport Tourer	M6	1461	Diesel	6.0	4.5	5.0	47.1	62.8	56.5	39.2	52.3	47.0	133	C
Renault	Mégane Sport Tourer	A4	1870	Diesel	9.2	5.4	6.8	30.7	52.3	41.5	25.6	43.5	34.6	180	E
Renault	Mégane Sport Tourer	M6	1995	Diesel	7.4	4.8	5.7	38.2	58.9	49.6	31.8	49.0	41.3	151	D
Renault	Mégane Renaultsport	M6	1998	Petrol	11.6	6.7	8.5	24.4	42.2	33.2	20.3	35.1	27.6	200	F
Renault	Mégane Renaultsport	M6	1995	Diesel	8.2	5.6	6.5	34.4	50.4	43.5	28.6	42.0	36.2	172	E
Renault	Scénic	M5	1390	Petrol	9.7	5.9	7.2	29.1	47.9	39.2	24.2	39.9	32.6	173	E
Renault	Scénic	M5	1390	Petrol	9.9	6.0	7.4	28.5	47.1	38.2	23.7	39.2	31.8	176	E
Renault	Scénic	M6	1598	Petrol	10.3	6.3	7.6	27.4	44.8	37.2	22.8	37.3	31.0	182	E
Renault	Scénic	A4	1598	Petrol	10.9	6.3	8.0	25.9	44.8	35.3	21.6	37.3	29.4	191	F
Renault	Scénic	M6	1998	Petrol	10.9	6.4	8.0	25.9	44.1	35.3	21.6	36.7	29.4	192	F
Renault	Scénic	A5	1998	Petrol	11.9	6.7	8.6	23.7	42.2	32.8	19.7	35.1	27.3	205	F
Renault	Scénic	M5	1461	Diesel	6.2	4.7	5.1	45.6	60.1	55.4	38.0	50.0	46.1	137	C
Renault	Scénic	M6	1461	Diesel	6.2	4.7	5.2	45.6	60.1	54.3	38.0	50.0	45.2	138	C
Renault	Scénic	M6	1870	Diesel	7.3	5.3	6.0	38.7	53.3	47.1	32.2	44.4	39.2	159	D
Renault	Scénic	A4	1870	Diesel	9.5	5.8	6.0	29.7	48.7	47.1	24.7	40.6	39.2	159	D
Renault	Scénic	A6	1995	Diesel	9.2	5.8	7.0	30.7	48.7	40.4	25.6	40.6	33.6	186	F
Renault	Scénic	M6	1995	Diesel	7.3	5.0	5.8	38.7	56.5	48.7	32.2	47.0	40.6	154	D
Renault	Grand Scénic	M6	1598	Petrol	10.6	6.5	7.9	26.6	43.5	35.8	22.1	36.2	29.8	189	F
Renault	Grand Scénic	M6	1998	Petrol	11.3	6.4	8.2	25.0	44.1	34.4	20.8	36.7	28.6	196	F
Renault	Grand Scénic	A4	1998	Petrol	11.9	6.7	8.6	23.7	42.2	32.8	19.7	35.1	27.3	205	F
Renault	Grand Scénic	M6	1461	Diesel	6.4	4.9	5.4	44.1	57.6	52.3	36.7	48.0	43.5	143	C
Renault	Grand Scénic	M6	1870	Diesel	7.3	5.3	6.0	38.7	53.3	47.1	32.2	44.4	39.2	159	D
Renault	Grand Scénic	A4	1870	Diesel	9.5	5.8	7.1	29.7	48.7	39.8	24.7	40.6	33.1	188	F
Renault	Grand Scénic	M6	1995	Diesel	7.3	5.0	5.8	38.7	56.5	48.7	32.2	47.0	40.6	154	D
Renault	Grand Scénic	A6	1995	Diesel	9.4	6.0	7.2	30.1	47.1	39.2	25.1	39.2	32.6	190	F
Renault	Espace	M6	1998	Petrol	12.7	7.5	9.4	22.2	37.7	30.1	18.5	31.4	25.1	223	F
Renault	Espace	M6	1998	Petrol	12.5	7.9	9.5	22.4	36.2	29.7	18.7	30.1	24.7	224	F
Renault	Espace	A5	1998	Petrol	14.3	8.0	10.3	19.8	35.3	27.4	16.5	29.4	22.8	243	G
Renault	Espace	M6	1995	Diesel	9.2	6.4	7.4	30.7	44.1	38.2	25.6	36.7	31.8	196	F
Renault	Espace	M6	1995	Diesel	9.5	6.6	7.6	29.7	42.8	37.2	24.7	35.6	31.0	200	F
Renault	Espace	M6	1995	Diesel	9.3	6.5	7.4	30.4	43.5	38.2	25.3	36.2	31.8	197	F
Renault	Espace	A6	1995	Diesel	10.6	6.8	8.2	26.6	41.5	34.4	22.1	34.6	28.6	217	F
Renault	Grand Espace	M6	1998	Petrol	12.6	7.8	9.5	22.4	36.2	29.7	18.7	30.1	24.7	224	F
Renault	Grand Espace	A5	1998	Petrol	15.3	8.1	10.7	18.5	34.9	26.4	15.4	29.1	22.0	255	G
Renault	Grand Espace	A5	3498	Petrol	17.4	9.2	12.2	16.2	30.7	23.2	13.5	25.6	19.3	289	G
Renault	Grand Espace	M6	1995	Diesel	9.2	6.4	7.4	30.8	44.3	38.3	25.6	36.9	31.9	196	F
Renault	Grand Espace	A6	1995	Diesel	10.6	6.8	8.2	26.6	41.5	34.4	22.1	34.6	28.6	217	F
Renault	Grand Espace	M6	1995	Diesel	9.5	6.6	7.6	29.7	42.8	37.2	24.7	35.6	31.0	200	F
Renault	Grand Espace	A6	2958	Diesel	12.6	7.7	9.5	22.4	36.7	29.7	18.7	30.6	24.7	250	G
Renault	Twingo	M5	1149	Petrol	7.5	4.7	5.7	37.6	60.1	49.5	31.3	50.0	41.2	135	C
Renault	Twingo	M5	1149	Petrol	7.1	4.6	5.5	39.8	61.4	51.4	33.1	51.1	42.8	130	C
Renault	Twingo	M5	1149	Petrol	7.8	4.9	5.9	36.2	57.6	47.8	30.1	48.0	39.8	140	C
Renault	New Laguna Hatch	M6	1997	Petrol	10.7	6.3	7.9	26.5	45.0	35.9	22.1	37.5	29.9	185	E
Renault	New Laguna Hatch	A6	1998	Petrol	13.0	6.6	8.9	21.8	43.0	31.9	18.2	35.8	26.6	210	F
Renault	New Laguna Hatch	M6	1461	Diesel	6.1	4.5	4.9	46.5	63.0	57.9	38.7	52.5	48.2	130	C
Renault	New Laguna Hatch	M6	1461	Diesel	6.1	4.6	5.1	46.5	61.7	55.6	38.7	51.4	46.3	136	C
Renault	New Laguna Hatch	M6	1995	Diesel	7.8	5.1	6.0	36.4	55.6	47.3	30.3	46.3	39.4	158	D
Renault	New Laguna Hatch	A6	1995	Diesel	9.6	5.6	7.0	29.5	50.7	40.5	24.6	42.2	33.7	185	E
Renault	New Laguna Hatch	M6	1998	Diesel	8.6	5.5	6.5	32.8	51.4	43.5	27.3	42.8	36.2	172	E
Renault	New Laguna Sport Tourer	M6	1997	Petrol	10.7	6.5	8.0	26.5	43.6	35.4	22.1	36.3	29.5	189	F
Renault	New Laguna Sport Tourer	A6	1998	Petrol	13.0	6.7	8.9	21.8	42.2	31.7	18.2	35.1	26.4	210	F
Renault	New Laguna Sport Tourer	M6	1461	Diesel	6.2	4.6	5.0	45.8	61.7	56.7	38.1	51.4	47.2	133	C
Renault	New Laguna Sport Tourer	M6	1995	Diesel	7.9	5.2	6.1	35.9	54.6	46.5	29.9	45.5	38.7	160	D
Renault	New Laguna Sport Tourer	A6	1995	Diesel	9.6	5.7	7.1	29.5	49.8	40.0	24.6	41.5	33.3	188	F
Renault	New Laguna Sport Tourer	M6	1998	Diesel	8.8	5.7	6.7	32.1	49.6	42.2	26.7	41.3	35.1	177	E
Rolls-Royce	Phantom	A6	6749	Petrol	23.2	11.3	15.7	12.2	25.0	18.0	10.2	20.8	15.0	377	G
Rolls-Royce	Phantom EWB	A6	6749	Petrol	23.3	11.4	15.8	12.1	24.8	17.9	10.1	20.7	14.9	380	G
Rolls-Royce	Phantom Drophead Coupé	A6	6749	Petrol	23.2	11.3	15.7	12.2	25.0	18.0	10.2	20.8	15.0	377	G
Saab	9-3 MY2007 2 Door Convertible	M5	1998	Petrol	11.7	6.7	8.6	24.1	42.2	32.8	20.1	35.1	27.3	206	F
Saab	9-3 MY2007 2 Door Convertible	A5	1998	Petrol	13.4	7.6	9.7	21.1	37.2	29.1	17.6	31.0	24.2	233	G
Saab	9-3 MY2007 2 Door Convertible	M5	1998	Petrol/E85 (Flex Fuel)	11.7	6.7	8.6	24.1	42.2	32.8	20.1	35.1	27.3	206	F
Saab	9-3 MY2007 2 Door Convertible	A5	1998	Petrol/E85 (Flex Fuel)	13.4	7.6	9.7	21.1	37.2	29.1	17.6	31.0	24.2	233	G
Saab	9-3 MY2007 2 Door Convertible	M6	1998	Petrol	11.8	6.6	8.5	23.9	42.8	33.2	19.9	35.6	27.6	203	F
Saab	9-3 MY2007 2 Door Convertible	A5	1998	Petrol	13.1	7.7	9.7	21.6	36.7	29.1	18.0	30.6	24.2	232	G
Saab	9-3 MY2007 2 Door Convertible	M6	1998	Petrol	12.0	7.1	8.9	23.5	39.8	31.7	19.6	33.1	26.4	213	F
Saab	9-3 MY2007 2 Door Convertible	A5	1998	Petrol	14.0	7.6	10.0	20.2	37.2	28.2	16.8	31.0	23.5	235	G
Saab	9-3 MY2007 2 Door Convertible	M6	2792	Petrol	15.7	7.6	10.6	18.0	37.2	26.6	15.0	31.0	22.1	254	G
Saab	9-3 MY2007 2 Door Convertible	A6	2792	Petrol	17.3	7.5	11.1	16.3	37.7	25.4	13.6	31.4	21.1	266	G
Saab	9-3 MY2007 2 Door Convertible	M6	1910	Diesel	8.4	5.1	6.3	33.6	55.4	44.8	28.0	46.1	37.3	169	E
Saab	9-3 MY2007 2 Door Convertible	A6	1910	Diesel	10.3	5.7	7.4	27.4	49.6	38.2	22.8	41.3	31.8	199	F
Saab	9-3 MY2007 4 Door Saloon	M5	1796	Petrol	10.6	5.9	7.7	26.6	47.9	36.7	22.1	39.9	30.6	183	E
Saab	9-3 MY2007 4 Door Saloon	M5	1998	Petrol	10.5	6.0	7.7	26.9	47.1	36.7	22.4	39.2	30.6	183	E
Saab	9-3 MY2007 4 Door Saloon	A5	1998	Petrol	11.9	6.5	8.5	23.7	43.5	33.2	19.7	36.2	27.6	205	F
Saab	9-3 MY2007 4 Door Saloon	M5	1998	Petrol/E85 (Flex Fuel)	10.5	6.0	7.7	26.9	47.1	36.7	22.4	39.2	30.6	183	E
Saab	9-3 MY2007 4 Door Saloon	A5	1998	Petrol/E85 (Flex Fuel)	11.9	6.5	8.5	23.7	43.5	33.2	19.7	36.2	27.6	205	F
Saab	9-3 MY2007 4 Door Saloon	M6	1998	Petrol	11.1	6.0	7.9	25.4	47.1	35.8	21.1	39.2	29.8	189	F
Saab	9-3 MY2007 4 Door Saloon	A5	1998	Petrol	12.9	6.7	9.0	21.9	42.2	31.4	18.2	35.1	26.1	216	F
Saab	9-3 MY2007 4 Door Saloon	M6	1998	Petrol	12.0	6.4	8.5	23.5	44.1	33.2	19.6	36.7	27.6	202	F
Saab	9-3 MY2007 4 Door Saloon	A5	1998	Petrol	13.7	6.5	9.1	20.6	43.5	31.0	17.2	36.2	25.8	218	F
Saab	9-3 MY2007 4 Door Saloon	M6	2792	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	245	G
Saab	9-3 MY2007 4 Door Saloon	A6	2792	Petrol	16.9	7.2	10.8	16.7	39.2	26.2	13.9	32.6	21.8	259	G
Saab	9-3 MY2007 4 Door Saloon	M6	1910	Diesel	7.2	4.4	5.4	39.2	64.2	52.3	32.6	53.5	43.5	147	C
Saab	9-3 MY2007 4 Door Saloon	M6	1910	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.6	50.0	40.6	157	D
Saab	9-3 MY2007 4 Door Saloon	A6	1910	Diesel	9.8	5.4	7.0	28.8	52.3	40.4	24.0	43.5	33.6	189	F
Saab	9-3 MY2007 5 Door Estate	M5	1796	Petrol	10.5	6.1	7.8	26.9	46.3	36.2	22.4	38.6	30.1	185	E
Saab	9-3 MY2007 5 Door Estate	M5	1998	Petrol	11.3	6.0	7.9	25.0	47.1	35.8	20.8	39.2	29.8	189	F
Saab	9-3 MY2007 5 Door Estate	A5	1998	Petrol	13.4	6.8	9.2	21.1	41.5	30.7	17.6	34.6	25.6	221	F
Saab	9-3 MY2007 5 Door Estate	M5	1998	Petrol/E85 (Flex Fuel)	11.3	6.0	7.9	25.0	47.1	35.8	20.8	39.2	29.8	189	F
Saab	9-3 MY2007 5 Door Estate	A5	1998	Petrol/E85 (Flex Fuel)	13.4	6.8	9.2	21.1	41.5	30.7	17.6	34.6	25.6	221	F
Saab	9-3 MY2007 5 Door Estate	M6	1998	Petrol	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Saab	9-3 MY2007 5 Door Estate	A5	1998	Petrol	13.7	7.2	9.6	20.6	39.2	29.4	17.2	32.6	24.5	230	G
Saab	9-3 MY2007 5 Door Estate	M6	1998	Petrol	12.1	6.8	8.8	23.3	41.5	32.1	19.4	34.6	26.7	210	F
Saab	9-3 MY2007 5 Door Estate	A5	1998	Petrol	14.7	7.0	9.8	19.2	40.4	28.8	16.0	33.6	24.0	235	G
Saab	9-3 MY2007 5 Door Estate	M6	2792	Petrol	15.5	7.4	10.4	18.2	38.2	27.2	15.2	31.8	22.6	250	G
Saab	9-3 MY2007 5 Door Estate	A6	2792	Petrol	17.2	7.4	11.0	16.4	38.2	25.7	13.7	31.8	21.4	264	G
Saab	9-3 MY2007 5 Door Estate	M6	1910	Diesel	7.3	4.5	5.5	38.7	62.8	51.4	32.2	52.3	42.8	149	C
Saab	9-3 MY2007 5 Door Estate	M6	1910	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	159	D
Saab	9-3 MY2007 5 Door Estate	A6	1910	Diesel	10.0	5.6	7.2	28.2	50.4	39.2	23.5	42.0	32.6	194	F
Saab	9-3 MY2008 2 Door Convertible	M5	1998	Petrol	11.7	6.7	8.6	24.1	42.2	32.8	20.1	35.1	27.3	206	F
Saab	9-3 MY2008 2 Door Convertible	A5	1998	Petrol	13.4	7.6	9.7	21.1	37.2	29.1	17.6	31.0	24.2	233	G
Saab	9-3 MY2008 2 Door Convertible	M5	1998	Petrol/E85 (Flex Fuel)	11.7	6.7	8.6	24.1	42.2	32.8	20.1	35.1	27.3	206	F
Saab	9-3 MY2008 2 Door Convertible	A5	1998	Petrol/E85 (Flex Fuel)	13.4	7.6	9.7	21.1	37.2	29.1	17.6	31.0	24.2	233	G
Saab	9-3 MY2008 2 Door Convertible	M6	1998	Petrol	11.8	6.6	8.5	23.9	42.8	33.2	19.9	35.6	27.6	203	F
Saab	9-3 MY2008 2 Door Convertible	A5	1998	Petrol	13.1	7.7	9.7	21.6	36.7	29.1	18.0	30.6	24.2	232	G
Saab	9-3 MY2008 2 Door Convertible	M6	1998	Petrol/E85 (Flex Fuel)	11.8	6.6	8.5	23.9	42.8	33.2	19.9	35.6	27.6	203	F
Saab	9-3 MY2008 2 Door Convertible	A5	1998	Petrol/E85 (Flex Fuel)	13.1	7.7	9.7	21.6	36.7	29.1	18.0	30.6	24.2	232	G
Saab	9-3 MY2008 2 Door Convertible	M6	1998	Petrol	12.0	7.1	8.9	23.5	39.8	31.7	19.6	33.1	26.4	213	F
Saab	9-3 MY2008 2 Door Convertible	A5	1998	Petrol	14.0	7.6	10.0	20.2	37.2	28.2	16.8	31.0	23.5	235	G
Saab	9-3 MY2008 2 Door Convertible	M6	2792	Petrol	15.7	7.6	10.6	18.0	37.2	26.6	15.0	31.0	22.1	254	G
Saab	9-3 MY2008 2 Door Convertible	A6	2792	Petrol	17.3	7.5	11.1	16.3	37.7	25.4	13.6	31.4	21.1	266	G
Saab	9-3 MY2008 2 Door Convertible	M6	1910	Diesel	8.4	5.1	6.3	33.6	55.4	44.8	28.0	46.1	37.3	169	E
Saab	9-3 MY2008 2 Door Convertible	A6	1910	Diesel	9.8	5.4	7.0	28.8	52.3	40.4	24.0	43.5	33.6	189	F
Saab	9-3 MY2008 2 Door Convertible	M6	1910	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.5	50.0	40.6	154	D
Saab	9-3 MY2008 2 Door Convertible	A6	1910	Diesel	9.7	5.3	6.9	29.1	53.3	40.9	24.2	44.4	34.1	184	E
Saab	9-3 MY2008 4 Door Saloon	M5	1796	Petrol	10.6	5.9	7.7	26.6	47.9	36.7	22.1	39.9	30.6	183	E
Saab	9-3 MY2008 4 Door Saloon	M5	1998	Petrol	10.5	5.7	7.5	26.9	49.6	37.7	22.4	41.3	31.4	178	E
Saab	9-3 MY2008 4 Door Saloon	A5	1998	Petrol	11.9	6.5	8.5	23.7	43.5	33.2	19.7	36.2	27.6	205	F
Saab	9-3 MY2008 4 Door Saloon	M5	1998	Petrol/E85 (Flex Fuel)	10.5	5.7	7.5	26.9	49.6	37.7	22.4	41.3	31.4	178	E
Saab	9-3 MY2008 4 Door Saloon	A5	1998	Petrol/E85 (Flex Fuel)	11.9	6.5	8.5	23.7	43.5	33.2	19.7	36.2	27.6	205	F
Saab	9-3 MY2008 4 Door Saloon	M6	1998	Petrol	11.1	6.0	7.9	25.4	47.1	35.8	21.1	39.2	29.8	189	F
Saab	9-3 MY2008 4 Door Saloon	A5	1998	Petrol	12.9	6.7	9.0	21.9	42.2	31.4	18.2	35.1	26.1	216	F
Saab	9-3 MY2008 4 Door Saloon	M6	1998	Petrol/E85 (Flex Fuel)	11.1	6.0	7.9	25.4	47.1	35.8	21.1	39.2	29.8	189	F
Saab	9-3 MY2008 4 Door Saloon	A5	1998	Petrol/E85 (Flex Fuel)	12.9	6.7	9.0	21.9	42.2	31.4	18.2	35.1	26.1	216	F
Saab	9-3 MY2008 4 Door Saloon	M6	1998	Petrol	11.4	6.2	8.1	24.8	45.6	34.9	20.7	38.0	29.1	194	F
Saab	9-3 MY2008 4 Door Saloon	A5	1998	Petrol	13.7	6.5	9.1	20.6	43.5	31.0	17.2	36.2	25.8	218	F
Saab	9-3 MY2008 4 Door Saloon	M6	2792	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	245	G
Saab	9-3 MY2008 4 Door Saloon	A6	2792	Petrol	16.9	7.2	10.8	16.7	39.2	26.2	13.9	32.6	21.8	259	G
Saab	9-3 MY2008 4 Door Saloon	M6	1910	Diesel	7.2	4.4	5.4	39.2	64.2	52.3	32.6	53.5	43.5	147	C
Saab	9-3 MY2008 4 Door Saloon	M6	1910	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.6	50.0	40.6	156	D
Saab	9-3 MY2008 4 Door Saloon	A6	1910	Diesel	9.4	5.0	6.6	30.1	56.5	42.8	25.1	47.0	35.6	177	E
Saab	9-3 MY2008 4 Door Saloon	M6	1910	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.6	50.0	40.6	157	D
Saab	9-3 MY2008 4 Door Saloon	M6	1910	Diesel	7.5	4.5	5.6	37.7	62.8	50.4	31.4	52.3	42.0	149	C
Saab	9-3 MY2008 4 Door Saloon	A6	1910	Diesel	9.5	5.0	6.7	29.7	56.5	42.2	24.8	47.0	35.1	177	E
Saab	9-3 MY2008 5 Door Estate	M5	1796	Petrol	10.5	6.1	7.8	26.9	46.3	36.2	22.4	38.6	30.1	185	E
Saab	9-3 MY2008 5 Door Estate	M5	1998	Petrol	10.7	5.9	7.6	26.4	47.9	37.2	22.0	39.9	31.0	184	E
Saab	9-3 MY2008 5 Door Estate	A5	1998	Petrol	13.0	6.6	8.9	21.7	42.8	31.7	18.1	35.6	26.4	214	F
Saab	9-3 MY2008 5 Door Estate	M5	1998	Petrol/E85 (Flex Fuel)	10.7	5.9	7.6	26.4	47.9	37.2	22.0	39.9	31.0	184	E
Saab	9-3 MY2008 5 Door Estate	A5	1998	Petrol/E85 (Flex Fuel)	13.0	6.6	8.9	21.7	42.8	31.7	18.1	35.6	26.4	214	F
Saab	9-3 MY2008 5 Door Estate	M6	1998	Petrol	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Saab	9-3 MY2008 5 Door Estate	A5	1998	Petrol	13.3	6.9	9.3	21.2	40.9	30.4	17.7	34.1	25.3	222	F
Saab	9-3 MY2008 5 Door Estate	M6	1998	Petrol/E85 (Flex Fuel)	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Saab	9-3 MY2008 5 Door Estate	A5	1998	Petrol/E85 (Flex Fuel)	13.3	6.9	9.3	21.2	40.9	30.4	17.7	34.1	25.3	222	F
Saab	9-3 MY2008 5 Door Estate	M6	1998	Petrol	11.5	6.5	8.3	24.6	43.5	34.0	20.5	36.2	28.3	199	F
Saab	9-3 MY2008 5 Door Estate	A5	1998	Petrol	13.7	7.0	9.5	20.6	40.4	29.7	17.2	33.6	24.7	226	G
Saab	9-3 MY2008 5 Door Estate	M6	2792	Petrol	15.5	7.4	10.4	18.2	38.2	27.2	15.2	31.8	22.6	250	G
Saab	9-3 MY2008 5 Door Estate	A6	2792	Petrol	17.2	7.4	11.0	16.4	38.2	25.7	13.7	31.8	21.4	264	G
Saab	9-3 MY2008 5 Door Estate	M6	1910	Diesel	7.3	4.5	5.5	38.7	62.8	51.4	32.2	52.3	42.8	149	C
Saab	9-3 MY2008 5 Door Estate	M6	1910	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	159	D
Saab	9-3 MY2008 5 Door Estate	A6	1910	Diesel	9.5	5.1	6.7	29.7	55.4	42.2	24.7	46.1	35.1	179	E
Saab	9-3 MY2008 5 Door Estate	M6	1910	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.5	50.0	40.6	154	D
Saab	9-3 MY2008 5 Door Estate	A6	1910	Diesel	9.7	5.2	6.9	29.1	54.3	40.9	24.2	45.2	34.1	182	E
Saab	9-5 MY2007 4 Door Saloon	M5	1985	Petrol	12.1	6.6	8.6	23.3	42.8	32.8	19.4	35.6	27.3	204	F
Saab	9-5 MY2007 4 Door Saloon	A5	1985	Petrol	14.9	7.6	10.3	19.0	37.2	27.5	15.8	31.0	22.9	244	G
Saab	9-5 MY2007 4 Door Saloon	M5	1985	Petrol/E85 (Flex Fuel)	12.1	6.6	8.6	23.3	42.8	32.8	19.4	35.6	27.3	204	F
Saab	9-5 MY2007 4 Door Saloon	A5	1985	Petrol/E85 (Flex Fuel)	14.9	7.6	10.3	19.0	37.2	27.5	15.8	31.0	22.9	244	G
